url,fid,name,nick,birth_date,height,weight,association,class,locality,country,gender,age,age_at_start,num_fights,career_span_years
/fighter/Conor-McGregor-29688,29688,Conor McGregor,Notorious,1988-07-14,68.0,145.0,SBG Ireland,Featherweight,Dublin,Ireland,Male,36,24.72826830937714,14.0,8.260095824777549
/fighter/Jon-Jones-27944,27944,Jon Jones,Bones,1987-07-19,76.0,205.0,Jackson-Wink MMA,Light Heavyweight,"Rochester, New York",United States,Male,37,21.059548254620122,23.0,16.27104722792608
/fighter/Holly-Holm-75125,75125,Holly Holm,The Preacher's Daughter,1981-10-17,68.0,135.0,Jackson-Wink MMA,Bantamweight,"Albuquerque, New Mexico",United States,Female,43,33.36618754277892,15.0,9.122518822724162
/fighter/Dominick-Cruz-12107,12107,Dominick Cruz,The Dominator,1985-09-03,68.0,134.0,Alliance MMA,Bantamweight,"San Diego, California",United States,Male,39,25.82614647501711,10.0,11.11567419575633
/fighter/Demetrious-Johnson-45452,45452,Demetrious Johnson,Mighty Mouse,1986-08-13,63.0,125.0,AMC Pankration,Flyweight,"Kirkland, Washington",United States,Male,38,24.48186173853525,17.0,7.493497604380561
/fighter/Ronda-Rousey-73073,73073,Ronda Rousey,Rowdy,1987-02-01,66.0,135.0,Team Hayastan,Bantamweight,"Santa Monica, California",United States,Female,38,26.06160164271047,8.0,3.8494182067077345
/fighter/Fabricio-Werdum-8390,8390,Fabricio Werdum,Vai Cavalo,1977-07-30,76.0,242.0,Werdum Combat Team,Heavyweight,"Porto Alegre, Rio Grande do Sul",Brazil,Male,47,29.724845995893222,18.0,13.262149212867898
/fighter/Robbie-Lawler-2245,2245,Robbie Lawler,Ruthless,1982-03-20,71.0,170.0,American Top Team,Welterweight,"Granite City, Illinois",United States,Male,43,20.139630390143736,25.0,21.16084873374401
/fighter/Jose-Aldo-11506,11506,Jose Aldo,Scarface,1986-09-09,67.0,145.0,Nova Uniao,Featherweight,"Manaus, Amazonas",Brazil,Male,38,24.637919233401778,22.0,13.434633812457221
/fighter/Chad-Mendes-38393,38393,Chad Mendes,Money,1985-05-01,66.0,145.0,Team Alpha Male,Featherweight,"Hanford, California",United States,Male,40,25.765913757700204,14.0,7.8959616700889805
/fighter/Dustin-Poirier-50529,50529,Dustin Poirier,The Diamond,1989-01-19,69.0,155.0,American Top Team,Lightweight,"Carencro, Louisiana",United States,Male,36,21.949349760438057,30.0,13.415468856947296
/fighter/Marcus-Brimage-21618,21618,Marcus Brimage,The Bama Beast,1985-04-06,64.0,135.0,American Top Team,Bantamweight,"Birmingham, Alabama",United States,Male,40,26.65845311430527,8.0,3.62217659137577
/fighter/Diego-Brandao-25097,25097,Diego Brandao,DB,1987-05-27,67.0,145.0,Jackson-Wink MMA,Featherweight,"Fortaleza, Ceara",Brazil,Male,37,24.520191649555098,10.0,4.082135523613963
/fighter/Max-Holloway-38671,38671,Max Holloway,Blessed,1991-12-04,71.0,145.0,Gracie Technics,Featherweight,"Waianae, Hawaii",United States,Male,33,20.16974674880219,30.0,12.725530458590006
/fighter/Kevin-Randleman-162,162,Kevin Randleman,The Monster,1971-08-10,70.0,205.0,Tapout Training Center,Light Heavyweight,"Columbus, Ohio",United States,Male,53,27.567419575633128,7.0,2.855578370978782
/fighter/Vitor-Belfort-156,156,Vitor Belfort,The Phenom,1977-04-01,72.0,185.0,Blackzilians,Middleweight,Rio de Janeiro,Brazil,Male,48,19.854893908281998,25.0,21.256673511293634
/fighter/Rashad-Evans-10200,10200,Rashad Evans,Suga,1979-09-25,71.0,205.0,Blackzilians,Light Heavyweight,"Niagara Falls, New York",United States,Male,45,26.11362080766598,22.0,12.591375770020534
/fighter/Ryan-Bader-22858,22858,Ryan Bader,Darth,1983-06-07,74.0,205.0,Power MMA Team,Light Heavyweight,"Tempe, Arizona",United States,Male,41,25.519507186858316,19.0,7.9342915811088295
/fighter/Michael-Bisping-10196,10196,Michael Bisping,The Count,1979-02-28,74.0,185.0,HB Ultimate,Middleweight,Manchester,England,Male,46,27.318275154004105,28.0,11.422313483915127
/fighter/Alexander-Gustafsson-26162,26162,Alexander Gustafsson,The Mauler,1987-01-15,76.0,205.0,Allstars Training Center,Light Heavyweight,"Stockholm, Stockholm County",Sweden,Male,38,22.830937713894592,18.0,12.687200547570157
/fighter/Vladimir-Matyushenko-435,435,Vladimir Matyushenko,The Janitor,1971-01-04,73.0,205.0,VMAT,Light Heavyweight,Retchisa,Belarus,Male,54,30.483230663928815,12.0,11.578370978781656
/fighter/Lyoto-Machida-7513,7513,Lyoto Machida,The Dragon,1978-05-30,73.0,185.0,APAM,Middleweight,"Belem, Para",Brazil,Male,46,28.681724845995895,24.0,11.268993839835728
/fighter/Quinton-Jackson-348,348,Quinton Jackson,Rampage,1978-06-20,73.0,206.0,Wolfslair Academy,Light Heavyweight,"Memphis, Tennessee",United States,Male,46,28.62422997946612,6.0,2.088980150581793
/fighter/Brandon-Vera-4886,4886,Brandon Vera,The Truth,1977-10-10,74.0,205.0,Alliance MMA,Light Heavyweight,"San Diego, California",United States,Male,47,27.980835044490075,15.0,7.909650924024641
/fighter/Mauricio-Rua-5707,5707,Mauricio Rua,Shogun,1981-11-25,73.0,205.0,Universidade da Luta,Light Heavyweight,"Curitiba, Parana",Brazil,Male,43,25.82340862422998,23.0,15.331964407939767
/fighter/Stephan-Bonnar-3014,3014,Stephan Bonnar,The American Psycho,1977-04-04,75.0,205.0,One Kick's Gym,Light Heavyweight,"Hammond, Indiana",United States,Male,48,28.01368925393566,14.0,7.512662559890486
/fighter/Mark-Kerr-71,71,Mark Kerr,The Smashing Machine,1968-12-21,75.0,255.0,Team Kerr,Heavyweight,"Phoenix, Arizona",United States,Male,56,28.5968514715948,4.0,0.2245037645448323
/fighter/James-Toney-60940,60940,James Toney,Lights Out,1968-08-24,70.0,237.0,M-1 Global Training Center,Heavyweight,"Grand Rapids, Michigan",United States,Male,56,42.00958247775496,1.0,0.0
/fighter/Randy-Couture-166,166,Randy Couture,The Natural,1963-06-22,73.0,203.0,Xtreme Couture,Light Heavyweight,"Corvallis, Oregon",United States,Male,61,33.93839835728953,23.0,13.91649555099247
/fighter/Marion-Reneau-61266,61266,Marion Reneau,The Bruiser,1977-06-20,66.0,135.0,Elite Team,Bantamweight,"Visalia, California",United States,Female,47,37.53867214236824,12.0,6.535249828884326
/fighter/Anthony-Pettis-26627,26627,Anthony Pettis,Showtime,1987-01-27,69.0,155.0,Roufusport,Lightweight,"Milwaukee, Wisconsin",United States,Male,38,24.35044490075291,20.0,9.544147843942506
/fighter/Miesha-Tate-26252,26252,Miesha Tate,Cupcake,1986-08-18,66.0,135.0,Xtreme Couture,Bantamweight,"Tacoma, Washington",United States,Female,38,26.652977412731005,13.0,10.636550308008214
/fighter/Donald-Cerrone-15105,15105,Donald Cerrone,Cowboy,1983-03-29,71.0,155.0,Jackson-Wink MMA,Lightweight,"Broomfield, Colorado",United States,Male,42,27.857631759069132,37.0,11.403148528405202
/fighter/Raquel-Pennington-75564,75564,Raquel Pennington,Rocky,1988-09-05,67.0,135.0,Altitude MMA,Bantamweight,"Colorado Springs, Colorado",United States,Female,36,25.234770704996578,19.0,10.847364818617386
/fighter/Alex-Oliveira-110143,110143,Alex Oliveira,Cowboy,1988-02-21,71.0,155.0,Tata Fight Team,Lightweight,"Tres Rios, Rio de Janeiro",Brazil,Male,37,27.077344284736483,21.0,6.95687885010267
/fighter/Urijah-Faber-8847,8847,Urijah Faber,The California Kid,1979-05-14,66.0,135.0,Team Alpha Male,Bantamweight,"Sacramento, California",United States,Male,46,31.8466803559206,18.0,8.739219712525667
/fighter/Scott-Jorgensen-16852,16852,Scott Jorgensen,Young Guns,1982-09-17,65.0,135.0,Twisted Genetiks,Bantamweight,"Boise, Idaho",United States,Male,42,28.711841204654345,12.0,4.465434633812457
/fighter/Ian-McCall-5001,5001,Ian McCall,Uncle Creepy,1984-07-05,65.0,125.0,Team Oyama,Flyweight,"Dana Point, California",United States,Male,40,27.926078028747433,5.0,2.647501711156742
/fighter/Chris-Weidman-42804,42804,Chris Weidman,All-American,1984-06-17,74.0,185.0,Serra-Longo Fight Team,Middleweight,"Baldwin, New York",United States,Male,40,26.70773442847365,20.0,13.765913757700206
/fighter/Paul-Bradley-19726,19726,Paul Bradley,The Gentleman,1983-05-17,69.0,170.0,Alliance MMA,Welterweight,"San Diego, California",United States,Male,41,28.2217659137577,2.0,0.2683093771389459
/fighter/Tim-Boetsch-19544,19544,Tim Boetsch,The Barbarian,1981-01-28,71.0,205.0,Team Irish,Light Heavyweight,"Lincolnville, Maine",United States,Male,44,27.01163586584531,24.0,11.096509240246407
/fighter/Jesse-Taylor-17389,17389,Jesse Taylor,JT Money,1984-01-02,73.0,185.0,The Arena,Middleweight,"Poway, California",United States,Male,41,24.54483230663929,2.0,8.966461327857632
/fighter/Stephen-Thompson-59608,59608,Stephen Thompson,Wonderboy,1983-02-11,72.0,170.0,Team Upstate Karate,Welterweight,"Simpsonville, South Carolina",United States,Male,42,28.980150581793293,20.0,12.668035592060233
/fighter/Keith-Jardine-2638,2638,Keith Jardine,The Dean of Mean,1975-10-31,74.0,185.0,Jackson-Wink MMA,Middleweight,"Albuquerque, New Mexico",United States,Male,49,30.015058179329227,12.0,4.618754277891855
/fighter/Dan-Henderson-195,195,Dan Henderson,Hendo,1970-08-24,73.0,185.0,Team Quest,Middleweight,"Temecula, California",United States,Male,54,27.72347707049966,18.0,18.401095140314855
/fighter/Kevin-Ferguson-22388,22388,Kevin Ferguson,Kimbo Slice,1974-02-08,74.0,225.0,American Top Team,Heavyweight,"Miami, Florida",United States,Male,51,35.82203969883641,2.0,0.4216290212183436
/fighter/Ken-Shamrock-4,4,Ken Shamrock,The World's Most Dangerous Man,1964-02-11,73.0,212.0,Lion's Den,Heavyweight,"San Diego, California",United States,Male,61,30.576317590691307,13.0,12.084873374401095
/fighter/Anthony-Johnson-17662,17662,Anthony Johnson,Rumble,1984-03-06,74.0,205.0,Blackzilians,Light Heavyweight,"Boca Raton, Florida",United States,Male,41,23.266255989048595,19.0,9.82340862422998
/fighter/Antonio-Rodrigo-Nogueira-1440,1440,Antonio Rodrigo Nogueira,Minotauro,1976-06-02,75.0,240.0,Team Nogueira,Heavyweight,"Vitoria da Conquista, Bahia",Brazil,Male,48,31.093771389459274,4.0,2.1464750171115674
/fighter/Joe-Doerksen-390,390,Joe Doerksen,El Dirte,1977-09-10,72.0,186.0,Canadian Fighting Centre,Middleweight,"Winnipeg, Manitoba",Canada,Male,47,26.94592744695414,9.0,6.30527036276523
/fighter/Carlos-Condit-6765,6765,Carlos Condit,The Natural Born Killer,1984-04-26,73.0,170.0,Jackson-Wink MMA,Welterweight,"Albuquerque, New Mexico",United States,Male,41,24.930869267624914,19.0,12.27378507871321
/fighter/Tim-Hague-19599,19599,Tim Hague,The Thrashing Machine,1983-09-05,76.0,264.0,Black Sheep MMA,Heavyweight,"Boyle, Alberta",Canada,Male,41,25.713894592744694,4.0,1.6673511293634498
/fighter/Houston-Alexander-2352,2352,Houston Alexander,The Assassin,1972-03-22,72.0,203.0,Grudge Training Center,Light Heavyweight,"Omaha, Nebraska",United States,Male,53,35.175906913073234,6.0,2.529774127310062
/fighter/Shamil-Abdurakhimov-26808,26808,Shamil Abdurakhimov,Abrek,1981-09-02,75.0,255.0,Peresvet FT,Heavyweight,"Makhachkala, Dagestan",Russia,Male,43,33.58521560574949,11.0,7.800136892539356
/fighter/Jeremy-Horn-202,202,Jeremy Horn,Gumby,1975-08-25,73.0,186.0,Elite Performance,Middleweight,"Cedar Rapids, Iowa",United States,Male,49,22.72142368240931,13.0,10.677618069815194
/fighter/Ilir-Latifi-40207,40207,Ilir Latifi,The Sledgehammer,1983-07-28,68.0,205.0,Pancrase Gym Sweden,Light Heavyweight,Malmo,Sweden,Male,41,29.691991786447637,16.0,10.119096509240247
/fighter/Darrill-Schoonover-33084,33084,Darrill Schoonover,The Boss,1985-06-18,74.0,257.0,Red Spider MMA,Heavyweight,"El Paso, Texas",United States,Male,39,24.465434633812457,1.0,0.0
/fighter/Jason-Lambert-495,495,Jason Lambert,The Punisher,1977-09-23,70.0,205.0,Alliance MMA,Light Heavyweight,"San Diego, California",United States,Male,47,28.4435318275154,8.0,2.510609171800137
/fighter/Jeff-Monson-262,262,Jeff Monson,The Snowman,1971-01-18,69.0,238.0,American Top Team,Heavyweight,"Miami, Florida",United States,Male,54,29.678302532511978,7.0,6.154688569472964
/fighter/Mike-Kyle-3619,3619,Mike Kyle,MAK,1980-03-31,75.0,205.0,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States,Male,45,24.005475701574266,3.0,0.8459958932238193
/fighter/Joey-Beltran-21219,21219,Joey Beltran,Mexicutioner,1981-12-09,73.0,185.0,Blackline,Middleweight,"San Diego, California",United States,Male,43,28.410677618069816,8.0,3.4223134839151266
/fighter/Wes-Combs-4371,4371,Wes Combs,Soldier,1973-06-18,74.0,230.0,Millennia MMA,Heavyweight,"Rancho Cucamonga, California",United States,Male,51,33.01574264202601,2.0,0.17248459958932238
/fighter/Kyle-Kingsbury-16558,16558,Kyle Kingsbury,Kingsbu,1982-03-22,76.0,205.0,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States,Male,43,26.729637234770706,9.0,5.61533196440794
/fighter/Justin-Levens-10226,10226,Justin Levens,The Executioner,1980-04-18,70.0,185.0,CSW,Middleweight,"Newport Beach, California",United States,Male,45,25.99041752224504,2.0,0.2026009582477755
/fighter/Benson-Henderson-20548,20548,Benson Henderson,Smooth,1983-11-16,69.0,155.0,MMA Lab,Lightweight,"Glendale, Arizona",United States,Male,41,27.45242984257358,14.0,4.5804243668720055
/fighter/Kamal-Shalorus-31151,31151,Kamal Shalorus,Prince of Persia,1977-08-27,68.0,155.0,Kaizen MMA,Lightweight,"Ahmadabad, Ardabil","Iran, Islamic Republic of",Male,47,33.55783709787816,3.0,1.158110882956879
/fighter/Anthony-Hamilton-58947,58947,Anthony Hamilton,Freight Train,1980-04-14,77.0,253.0,Jackson-Wink MMA,Heavyweight,"Seattle, Washington",United States,Male,45,34.20396988364134,10.0,3.3921971252566734
/fighter/Clay-Guida-8184,8184,Clay Guida,The Carpenter,1981-12-08,67.0,145.0,Jackson-Wink MMA,Featherweight,"Round Lake, Illinois",United States,Male,43,24.84873374401095,37.0,18.1492128678987
/fighter/Jason-High-14185,14185,Jason High,The Kansas City Bandit,1981-10-12,69.0,155.0,American Top Team HD,Lightweight,"Kansas City, Missouri",United States,Male,43,28.465434633812457,5.0,4.186173853524983
/fighter/Khabib-Nurmagomedov-56035,56035,Khabib Nurmagomedov,The Eagle,1988-09-20,70.0,155.0,Fightspirit Team,Lightweight,Makhachkala,Russia,Male,36,23.33196440793977,13.0,8.761122518822724
/fighter/Jeremy-Stephens-12179,12179,Jeremy Stephens,Lil' Heathen,1986-05-26,69.0,145.0,Alliance MMA,Featherweight,"Des Moines, Iowa",United States,Male,38,20.999315537303218,33.0,14.143737166324435
/fighter/Anthony-Njokuani-7540,7540,Anthony Njokuani,The Assassin,1980-03-01,72.0,155.0,Janjira Muay Thai,Lightweight,"Garland, Texas",United States,Male,45,31.04722792607803,8.0,3.5455167693360714
/fighter/Henry-Cejudo-125297,125297,Henry Cejudo,The Messenger,1987-02-09,64.0,125.0,Fight Ready,Flyweight,"Phoenix, Arizona",United States,Male,38,27.84120465434634,14.0,9.180013689253936
/fighter/John-Dodson-11660,11660,John Dodson,The Magician,1984-09-26,63.0,125.0,Jackson-Wink MMA,Flyweight,"Albuquerque, New Mexico",United States,Male,40,27.184120465434635,17.0,8.700889801505818
/fighter/Chris-Cariaso-16467,16467,Chris Cariaso,Kamikaze,1981-05-27,63.0,125.0,Fight and Fitness,Flyweight,"San Francisco, California",United States,Male,43,29.65639972621492,13.0,4.695414099931554
/fighter/Ali-Bagautinov-81198,81198,Ali Bagautinov,Puncher,1985-06-12,64.0,125.0,Fight Nights Team,Flyweight,Dagestan,Russia,Male,39,28.229979466119097,7.0,3.2087611225188226
/fighter/Norifumi-Yamamoto-1354,1354,Norifumi Yamamoto,Kid,1977-03-15,64.0,135.0,Krazy Bee,Bantamweight,"Tokyo, Kato",Japan,Male,48,33.894592744695416,3.0,1.054072553045859
/fighter/Damacio-Page-12158,12158,Damacio Page,The Angel of Death,1982-09-30,66.0,125.0,Jackson-Wink MMA,Flyweight,"Albuquerque, New Mexico",United States,Male,42,28.421629021218344,3.0,1.3579739904175223
/fighter/Brad-Pickett-11743,11743,Brad Pickett,One Punch,1978-09-24,66.0,125.0,American Top Team,Flyweight,London,England,Male,46,33.11430527036276,14.0,5.366187542778919
/fighter/Cat-Zingano-33932,33932,Cat Zingano,Alpha,1982-07-01,66.0,135.0,Zingano Brazilian Jiu-Jitsu,Bantamweight,"Broomfield, Colorado",United States,Female,42,30.784394250513348,7.0,5.711156741957564
/fighter/Alexis-Davis-22071,22071,Alexis Davis,Ally-Gator,1984-10-04,65.0,136.0,Cesar Gracie Fight Team,Bantamweight,"Port Colborne, Ontario",Canada,Female,40,28.695414099931554,14.0,8.643394934976044
/fighter/Liz-Carmouche-67007,67007,Liz Carmouche,Girl-Rilla,1984-02-19,66.0,135.0,Team Hurricane Awesome,Bantamweight,"San Diego, California",United States,Female,41,29.013004791238878,10.0,6.458590006844627
/fighter/Roy-Nelson-10249,10249,Roy Nelson,Big Country,1976-06-20,72.0,249.0,Country Club,Heavyweight,"Las Vegas, Nevada",United States,Male,48,33.45927446954141,19.0,7.359342915811088
/fighter/Alistair-Overeem-461,461,Alistair Overeem,The Demolition Man,1980-05-17,77.0,257.0,Jackson-Wink MMA,Heavyweight,Amsterdam,Netherlands,Male,44,31.619438740588638,20.0,9.10609171800137
/fighter/Gabriel-Gonzaga-7306,7306,Gabriel Gonzaga,Napao,1979-05-18,74.0,258.0,Team Link,Heavyweight,Rio de Janeiro,Brazil,Male,45,26.507871321013006,22.0,10.390143737166325
/fighter/Andrei-Arlovski-270,270,Andrei Arlovski,The Pit Bull,1979-02-04,76.0,241.0,Jackson-Wink MMA,Heavyweight,Minsk,Belarus,Male,46,21.78507871321013,41.0,23.613963039014372
/fighter/Travis-Browne-16785,16785,Travis Browne,Hapa,1982-07-17,79.0,236.0,Glendale Fighting Club,Heavyweight,"Oahu, Hawaii",United States,Male,42,27.923340177960302,16.0,7.052703627652293
/fighter/James-Zikic-1767,1767,James Zikic,The Messenger,1977-03-31,74.0,185.0,London Shootfighters,Middleweight,"Watford, Hertfordshire",England,Male,48,25.284052019164957,1.0,0.0
/fighter/Mark-Hunt-10668,10668,Mark Hunt,The Super Samoan,1974-03-23,70.0,262.0,American Top Team,Heavyweight,"South Auckland, Auckland",New Zealand,Male,51,36.50924024640657,16.0,8.183436002737851
/fighter/Antonio-Silva-12354,12354,Antonio Silva,Bigfoot,1979-09-14,76.0,264.0,American Top Team,Heavyweight,"Brasilia, Distrito Federal",Brazil,Male,45,32.69815195071869,10.0,4.331279945242985
/fighter/Ebenezer-Fontes-Braga-207,207,Ebenezer Fontes Braga,Pitbull,1969-04-14,72.0,199.0,Gracie Barra Combat Team,Light Heavyweight,Rio de Janeiro,Brazil,Male,56,29.505817932922657,1.0,0.0
/fighter/Valerie-Letourneau-21851,21851,Valerie Letourneau,Trouble,1983-04-29,67.0,116.0,American Top Team,Strawweight,"Montreal, Quebec",Canada,Female,42,31.12662559890486,6.0,2.4914442162902124
/fighter/Rosi-Sexton-5358,5358,Rosi Sexton,The Surgeon,1977-07-16,63.0,135.0,Next Generation,Bantamweight,Manchester,England,Female,47,35.9151266255989,2.0,0.36413415468856947
/fighter/Juliana-Lima-73710,73710,Juliana Lima,Ju Thai,1982-03-15,65.0,115.0,Gracie Barra BH,Strawweight,"Belo Horizonte, Minas Gerais",Brazil,Female,43,32.36413415468857,7.0,3.5071868583162216
/fighter/Claudia-Gadelha-48404,48404,Claudia Gadelha,Claudinha,1988-12-07,63.0,115.0,Nova Uniao,Strawweight,"Mossoro, Rio Grande do Norte",Brazil,Female,36,25.60438056125941,11.0,6.313483915126626
/fighter/Carla-Esparza-63410,63410,Carla Esparza,Cookie Monster,1987-10-10,61.0,115.0,Team Oyama,Strawweight,"Redondo Beach, California",United States,Female,37,27.173169062286107,15.0,9.815195071868583
/fighter/Johny-Hendricks-24539,24539,Johny Hendricks,Bigg Rigg,1983-09-12,69.0,170.0,Team Takedown,Welterweight,"Ada, Oklahoma",United States,Male,41,25.905544147843944,21.0,8.240930869267626
/fighter/Jake-Ellenberger-13068,13068,Jake Ellenberger,The Juggernaut,1985-03-28,69.0,170.0,Reign MMA,Welterweight,"Omaha, Nebraska",United States,Male,40,24.470910335386723,20.0,8.93908281998631
/fighter/Matt-Brown-14310,14310,Matt Brown,The Immortal,1981-01-10,72.0,170.0,Team Jorge Gurgel,Welterweight,"Xenia, Ohio",United States,Male,44,27.444216290212182,30.0,14.8911704312115
/fighter/Jessica-Aguilar-15174,15174,Jessica Aguilar,Jag,1982-05-08,64.0,115.0,American Top Team,Strawweight,"Houston, Texas",United States,Female,43,33.23203285420944,5.0,3.6605065023956196
/fighter/Renato-Sobral-274,274,Renato Sobral,Babalu,1975-07-09,72.0,205.0,Babalu's Iron Gym,Light Heavyweight,Rio de Janeiro,Brazil,Male,49,25.360711841204655,10.0,6.767967145790554
/fighter/Lorenz-Larkin-51345,51345,Lorenz Larkin,The Monsoon,1986-09-03,71.0,170.0,Millennia MMA,Welterweight,"Riverside, California",United States,Male,38,26.628336755646817,10.0,3.3347022587268995
/fighter/Rory-MacDonald-14018,14018,Rory MacDonald,Red King,1989-07-22,71.0,170.0,Tristar Gym,Welterweight,"Kelowna, British Columbia",Canada,Male,35,20.889801505817932,12.0,6.017796030116359
/fighter/Adlan-Amagov-41523,41523,Adlan Amagov,Borz,1986-10-30,71.0,170.0,Jackson-Wink MMA,Welterweight,Grozny,Russia,Male,38,26.43394934976044,2.0,0.5366187542778919
/fighter/Bobby-Voelker-15156,15156,Bobby Voelker,Vicious,1979-04-26,72.0,171.0,Finney's MMA,Welterweight,"Kansas City, Kansas",United States,Male,46,33.889117043121146,4.0,1.2265571526351813
/fighter/Jason-Miller-7798,7798,Jason Miller,Mayhem,1980-12-24,72.0,185.0,Team Mayhem,Middleweight,"Mission Viejo, California",United States,Male,44,24.309377138945926,3.0,7.110198494182067
/fighter/Josh-Koscheck-9418,9418,Josh Koscheck,Kos,1977-11-30,70.0,170.0,Dethrone Base Camp,Welterweight,"Buffalo, New York",United States,Male,47,27.356605065023956,25.0,9.946611909650924
/fighter/Scott-Smith-2578,2578,Scott Smith,Hands of Steel,1979-05-21,72.0,185.0,Capital City Fighting Alliance,Middleweight,"Elk Grove, California",United States,Male,45,26.902121834360027,4.0,1.1690622861054072
/fighter/Matt-Lindland-276,276,Matt Lindland,The Law,1970-05-17,72.0,185.0,Team Quest,Middleweight,"Eagle Creek, Oregon",United States,Male,54,30.584531143052704,12.0,4.676249144421629
/fighter/Frank-Trigg-311,311,Frank Trigg,Twinkle Toes,1972-05-07,68.0,181.0,Xtreme Couture,Middleweight,"Rochester, New York",United States,Male,53,31.540041067761805,6.0,5.8288843258042435
/fighter/Falaniko-Vitale-370,370,Falaniko Vitale,Niko,1974-07-14,70.0,185.0,808 Top Team,Middleweight,"Honolulu, Hawaii",United States,Male,50,28.895277207392198,2.0,0.459958932238193
/fighter/Pete-Spratt-3195,3195,Pete Spratt,The Secret Weapon,1971-01-09,69.0,170.0,Team Spratt,Welterweight,"San Antonio, Texas",United States,Male,54,31.449691991786448,7.0,4.971937029431896
/fighter/Chris-Lytle-267,267,Chris Lytle,Lights Out,1974-08-18,71.0,170.0,Integrated Fighting Academy,Welterweight,"Indianapolis, Indiana",United States,Male,50,26.250513347022586,19.0,10.737850787132102
/fighter/Steve-Berger-1303,1303,Steve Berger,The Red Nose Pitbull,1973-05-20,70.0,170.0,Berger MMA,Welterweight,"St. Louis, Missouri",United States,Male,51,27.956194387405887,3.0,1.1334702258726899
/fighter/Chris-Leben-6258,6258,Chris Leben,The Crippler,1980-07-21,71.0,185.0,Alliance MMA,Middleweight,"Portland, Oregon",United States,Male,44,24.71731690622861,21.0,8.720054757015742
/fighter/Dean-Lister-338,338,Dean Lister,The Boogeyman,1976-02-13,73.0,185.0,Victory MMA,Middleweight,"San Diego, California",United States,Male,49,30.28336755646817,6.0,2.5872689938398357
/fighter/Danillo-Villefort-13093,13093,Danillo Villefort,Indio,1983-05-08,73.0,186.0,Blackzilians,Middleweight,"Coconut Creek, Florida",United States,Male,42,26.253251197809718,1.0,0.0
/fighter/Phil-Baroni-278,278,Phil Baroni,New York Bad Ass,1976-04-16,69.0,170.0,American Kickboxing Academy,Welterweight,"Long Island, New York",United States,Male,49,24.856947296372347,10.0,9.853524982888432
/fighter/David-Loiseau-903,903,David Loiseau,The Crow,1979-12-17,72.0,192.0,Tristar Gym,Light Heavyweight,"Montreal, Quebec",Canada,Male,45,23.353867214236825,9.0,7.132101300479124
/fighter/Jorge-Santiago-5735,5735,Jorge Santiago,The Sandman,1980-10-09,73.0,170.0,Blackzilians,Welterweight,Rio de Janeiro,Brazil,Male,44,25.71663244353183,6.0,6.639288158795345
/fighter/Tim-Credeur-1804,1804,Tim Credeur,Crazy,1977-07-09,75.0,185.0,Gladiators Academy,Middleweight,"Lafayette, Louisiana",United States,Male,47,31.028062970568104,5.0,2.8747433264887063
/fighter/David-Terrell-536,536,David Terrell,The Soul Assassin,1978-01-09,72.0,185.0,Cesar Gracie Jiu-Jitsu,Middleweight,California,USA,Male,47,26.614647501711158,3.0,1.648186173853525
/fighter/Julie-Kedzie-10093,10093,Julie Kedzie,Fireball,1981-03-18,65.0,135.0,Jackson-Wink MMA,Bantamweight,"Bloomington, Indiana",United States,Female,44,32.3586584531143,2.0,0.3613963039014374
/fighter/Seth-Petruzelli-2738,2738,Seth Petruzelli,The Silverback,1979-12-03,72.0,205.0,The Jungle MMA,Light Heavyweight,"Fort Myers, Florida",United States,Male,45,26.85284052019165,4.0,4.093086926762491
/fighter/Todd-Medina-61,61,Todd Medina,El Tiburon,1970-04-30,70.0,205.0,Carlson Gracie Jiu-Jitsu,Light Heavyweight,"Santa Ana, California",United States,Male,55,24.93634496919918,2.0,0.0
/fighter/Jorge-Rivera-2712,2712,Jorge Rivera,El Conquistador,1972-02-28,73.0,185.0,Rivera Athletic Center,Middleweight,"Milford, Massachusetts",United States,Male,53,31.575633127994525,15.0,8.317590691307323
/fighter/Mairbek-Taisumov-33161,33161,Mairbek Taisumov,Beckan,1988-08-08,69.0,155.0,Team Taisumov,Lightweight,"Grozny, Chechnya",Russia,Male,36,25.4072553045859,9.0,5.672826830937714
/fighter/Chan-Sung-Jung-36155,36155,Chan Sung Jung,The Korean Zombie,1987-03-17,69.0,145.0,Korean Zombie MMA,Featherweight,"Gyeongju, North Gyeongsang",South Korea,Male,38,24.024640657084188,12.0,12.41889117043121
/fighter/Ricardo-Lamas-32051,32051,Ricardo Lamas,The Bully,1982-05-21,68.0,145.0,MMA Masters,Featherweight,"Chicago, Illinois",United States,Male,42,29.097878165639973,17.0,9.177275838466803
/fighter/Kenny-Florian-8021,8021,Kenny Florian,KenFlo,1976-05-26,70.0,145.0,Florian Martial Arts Center,Featherweight,"Westwood, Massachusetts",United States,Male,48,28.870636550308006,17.0,6.496919917864476
/fighter/Frankie-Edgar-14204,14204,Frankie Edgar,The Answer,1981-10-16,66.0,145.0,Ricardo Almeida Jiu-Jitsu,Featherweight,"Toms River, New Jersey",United States,Male,43,25.300479123887747,29.0,15.772758384668036
/fighter/Mark-Hominick-4728,4728,Mark Hominick,The Machine,1982-07-22,68.0,145.0,Team Tompkins,Featherweight,"London, Ontario",Canada,Male,42,23.616700889801507,7.0,6.707734428473648
