url,fid,name,nick,birth_date,height,weight,association,class,locality,country,gender,age
/fighter/Thiago-Alves-5998,5998,Thiago Alves,Pitbull,1983-10-03,70.0,170.0,American Top Team,Welterweight,"Fortaleza, Ceara",Brazil,Male,41
/fighter/Mike-Ricci-33532,33532,Mike Ricci,The Martian,1986-03-18,72.0,155.0,Tristar Gym,Lightweight,"Montreal, Quebec",Canada,Male,39
/fighter/Phillipe-Nover-7415,7415,Phillipe Nover,Super,1984-02-03,69.0,145.0,Team Renzo Gracie,Featherweight,"Brooklyn, New York",United States,Male,41
/fighter/Jonavin-Webb-81634,81634,Jonavin Webb,Spyder,1989-04-28,69.0,170.0,Renzo Gracie Philly,Welterweight,"Marlton, New Jersey",United States,Male,36
/fighter/Thomas-Almeida-87865,87865,Thomas Almeida,Thominhas,1991-07-31,67.0,135.0,Chute Boxe,Bantamweight,"Sao Paulo, Sao Paulo",Brazil,Male,33
/fighter/Sam-Stout-9901,9901,Sam Stout,Hands of Stone,1984-04-23,69.0,155.0,Team Tompkins,Lightweight,"London, Ontario",Canada,Male,41
/fighter/Bubba-Bush-29111,29111,Bubba Bush,The Fightin' Texas Aggie,1985-07-24,72.0,185.0,Brazos Valley MMA,Middleweight,"College Station, Texas",United States,Male,39
/fighter/Edward-Faaloloto-55070,55070,Edward Faaloloto,Falo,1985-07-15,69.0,170.0,Mori Dojo,Welterweight,"Honolulu, Hawaii",United States,Male,39
/fighter/Matt-Grice-14539,14539,Matt Grice,The Real One,1981-07-29,68.0,145.0,R-1 MMA,Featherweight,"Harrah, Oklahoma",United States,Male,43
/fighter/Brian-Cobb-5739,5739,Brian Cobb,The Bandit,1980-09-03,71.0,155.0,Team Pain and Suffering,Lightweight,"Bakersfield, California",United States,Male,44
/fighter/Yoshiyuki-Yoshida-12073,12073,Yoshiyuki Yoshida,Zenko,1974-05-10,71.0,155.0,Haleo Top Team,Lightweight,Tokyo,Japan,Male,51
/fighter/Leandro-Issa-19521,19521,Leandro Issa,Brodinho,1983-09-19,66.0,136.0,Evolve MMA,Bantamweight,"Ubatuba, Sao Paulo",Brazil,Male,41
/fighter/Bart-Palaszewski-3496,3496,Bart Palaszewski,Bartimus,1983-05-30,69.0,145.0,Team Curran,Featherweight,"Crystal Lake, Illinois",United States,Male,41
/fighter/Duane-Ludwig-101,101,Duane Ludwig,Bang,1978-08-04,70.0,170.0,Grudge Training Center,Welterweight,"Denver, Colorado",United States,Male,46
/fighter/Caros-Fodor-45430,45430,Caros Fodor,The Future,1984-01-07,69.0,156.0,AMC Pankration,Lightweight,"Kirkland, Washington",United States,Male,41
/fighter/Mizuto-Hirota-12078,12078,Mizuto Hirota,Pugnus,1981-05-05,67.0,145.0,Cave,Featherweight,"Isahaya, Nagasaki",Japan,Male,44
/fighter/Luis-Ramos-3217,3217,Luis Ramos,Beicao,1981-01-18,68.0,170.0,Nova Uniao,Welterweight,"Rio de Janeiro, Rio de Janeiro",Brazil,Male,44
/fighter/Milton-Vieira-4481,4481,Milton Vieira,Miltinho,1978-10-04,72.0,145.0,Rio Fighters,Featherweight,"Rio de Janeiro, Rio de Janeiro",Brazil,Male,46
/fighter/Renan-Barao-23156,23156,Renan Barao,The Baron,1987-01-31,67.0,135.0,Nova Uniao,Bantamweight,"Natal, Rio Grande do Norte",Brazil,Male,38
/fighter/Cezar-Ferreira-22400,22400,Cezar Ferreira,Mutante,1985-02-15,73.0,185.0,Blackzilians,Middleweight,"Ibitinga, Sao Paulo",Brazil,Male,40
/fighter/Joe-Soto-17004,17004,Joe Soto,One Bad Mofo,1987-03-22,66.0,135.0,Central Valley Combat Academy,Bantamweight,"Porterville, California",United States,Male,38
/fighter/Andrew-Craig-63284,63284,Andrew Craig,Highlight,1986-01-15,73.0,170.0,Team Tooke,Welterweight,"Houston, Texas",United States,Male,39
/fighter/Clint-Hester-43866,43866,Clint Hester,Headbussa,1986-11-21,74.0,185.0,X3 Sports,Middleweight,"Atlanta, Georgia",United States,Male,38
/fighter/Joe-Ellenberger-14173,14173,Joe Ellenberger,Excalibur,1985-03-28,68.0,155.0,Premier Combat Center,Lightweight,"Omaha, Nebraska",United States,Male,40
/fighter/James-Moontasri-36889,36889,James Moontasri,Moonwalker,1988-04-10,70.0,155.0,Black House,Lightweight,"Los Angeles, California",United States,Male,37
/fighter/Richie-Vaculik-21798,21798,Richie Vaculik,Vas,1983-06-19,66.0,125.0,TP Fight Team,Flyweight,"Maroubra, New South Wales",Australia,Male,41
/fighter/Jake-Matthews-122139,122139,Jake Matthews,The Celtic Kid,1994-08-19,69.0,156.0,Nexus,Lightweight,"Epping, Victoria",Australia,Male,30
/fighter/Akbarh-Arreola-6120,6120,Akbarh Arreola,El Caballero,1983-01-14,70.0,155.0,Entram Gym,Lightweight,"Tijuana, Baja California",Mexico,Male,42
/fighter/Danny-Martinez-16777,16777,Danny Martinez,The Gremlin,1985-06-14,65.0,135.0,Alliance MMA,Bantamweight,"Tempe, Arizona",United States,Male,39
/fighter/Aljamain-Sterling-66313,66313,Aljamain Sterling,Funk Master,1989-07-31,67.0,135.0,Serra-Longo Fight Team,Bantamweight,"Cortland, New York",United States,Male,35
/fighter/Louis-Smolka-64792,64792,Louis Smolka,Da Last Samurai,1991-07-16,69.0,125.0,Hawaii Elite MMA,Flyweight,"Waipahu, Hawaii",United States,Male,33
/fighter/Ruan-Potts-75842,75842,Ruan Potts,Fangzz,1978-02-23,74.0,251.0,Mark Robinson MMA,Heavyweight,"Cape Town, Western Cape",South Africa,Male,47
/fighter/Tim-Means-11281,11281,Tim Means,The Dirty Bird,1984-02-20,74.0,170.0,Fit NHB,Welterweight,"Albuquerque, New Mexico",United States,Male,41
/fighter/Erick-Silva-15009,15009,Erick Silva,The Tiger,1984-06-21,71.0,170.0,Team Nogueira,Welterweight,"Vila Velha, Espirito Santo",Brazil,Male,40
/fighter/Pat-Miletich-188,188,Pat Miletich,The Croation Sensation,1968-03-09,70.0,169.0,Miletich Martial Arts,Welterweight,"Bettendorf, Iowa",United States,Male,57
/fighter/Michael-Chiesa-46224,46224,Michael Chiesa,Maverick,1987-12-07,73.0,155.0,Sikjitsu,Lightweight,"Spokane, Washington",United States,Male,37
/fighter/Chris-Holdsworth-51225,51225,Chris Holdsworth,Holds It Down,1987-10-14,71.0,135.0,Team Alpha Male,Bantamweight,"Las Vegas, Nevada",United States,Male,37
/fighter/Julianna-Pena-50883,50883,Julianna Pena,The Venezuelan Vixen,1989-08-19,67.0,134.0,SikJitsu,Bantamweight,"Spokane, Washington",United States,Female,35
/fighter/Mitch-Clarke-22556,22556,Mitch Clarke,Danger Zone,1985-11-24,70.0,154.0,MMA Lab,Lightweight,"Saskatoon, Saskatchewan",Canada,Male,39
/fighter/Jorge-Masvidal-7688,7688,Jorge Masvidal,Gamebred,1984-11-12,71.0,155.0,American Top Team,Lightweight,"Miami, Florida",United States,Male,40
/fighter/Kyung-Ho-Kang-24067,24067,Kyung Ho Kang,Mr. Perfect,1987-09-09,69.0,135.0,Busan Team M.A.D.,Bantamweight,"Busan, Yeongnam",South Korea,Male,37
/fighter/Bobby-Green-27953,27953,Bobby Green,King,1986-09-09,70.0,155.0,Pinnacle Fighting Systems,Lightweight,"Redlands, California",United States,Male,38
/fighter/Lucas-Martins-100031,100031,Lucas Martins,Mineiro,1988-11-11,72.0,145.0,Chute Boxe,Featherweight,"Montes Claros, Minas Gerais",Brazil,Male,36
/fighter/Sirwan-Kakai-21446,21446,Sirwan Kakai,Zohan,1989-10-03,66.0,135.0,GBG MMA,Bantamweight,Gothenburg,Sweden,Male,35
/fighter/Jamie-Yager-42309,42309,Jamie Yager,The Chosyn 1,1983-11-29,74.0,170.0,Kings MMA,Welterweight,"Huntington Beach, California",United States,Male,41
/fighter/Elvis-Sinosic-281,281,Elvis Sinosic,The King of Rock n Rumble,1971-02-13,75.0,199.0,Sinosic Perosh Martial Arts,Light Heavyweight,Sydney,Australia,Male,54
/fighter/Bill-Mahood-4388,4388,Bill Mahood,The Butcher,1967-02-01,75.0,205.0,Revolution Fight Team,Light Heavyweight,"Prince George, British Columbia",Canada,Male,58
/fighter/Kevin-Jordan-4399,4399,Kevin Jordan,The Shaman,1970-12-31,75.0,245.0,USCAA,Heavyweight,"Columbus, Georgia",United States,Male,54
/fighter/Rory-Singer-3525,3525,Rory Singer,Outburst,1976-05-28,74.0,185.0,Hardcore Gym,Middleweight,"Athens, Georgia",United States,Male,48
/fighter/Steve-Bosse-22732,22732,Steve Bosse,The Boss,1981-07-29,71.0,202.0,Tristar Gym,Light Heavyweight,"Montreal, Quebec",Canada,Male,43
/fighter/Hector-Lombard-11292,11292,Hector Lombard,Showeather,1978-02-02,69.0,170.0,American Top Team,Welterweight,Matanzas,Cuba,Male,47
/fighter/Ryan-Jimmo-21044,21044,Ryan Jimmo,The Big Deal,1981-11-27,74.0,205.0,Power MMA Team,Light Heavyweight,"Halifax, Nova Scotia",Canada,Male,43
/fighter/Igor-Pokrajac-7621,7621,Igor Pokrajac,The Duke,1979-02-01,72.0,205.0,American Top Team,Light Heavyweight,Zagreb,Croatia,Male,46
/fighter/Travis-Fulton-80,80,Travis Fulton,The Ironman,1977-05-29,72.0,230.0,Team Peak Performance,Heavyweight,"Cedar Falls, Iowa",United States,Male,47
/fighter/Tamdan-McCrory-16470,16470,Tamdan McCrory,The Barn Cat,1986-11-05,76.0,170.0,CNY MMA,Welterweight,"Cortland, New York",United States,Male,38
/fighter/Uriah-Hall-14210,14210,Uriah Hall,Primetime,1984-07-31,72.0,186.0,Team Tiger Schulmann,Middleweight,"New York City, New York",United States,Male,40
/fighter/Nicholas-Musoke-26160,26160,Nicholas Musoke,Nico,1986-04-05,72.0,170.0,Allstars Training Center,Welterweight,"Botkyrka, Stockholm",Sweden,Male,39
/fighter/James-Irvin-7780,7780,James Irvin,The Sandman,1978-09-12,,205.0,AKS Chorzow,Light Heavyweight,Chorzow,Poland,Male,46
/fighter/Drew-McFedries-2386,2386,Drew McFedries,The Massacre,1978-07-27,72.0,185.0,Champions Gym,Middleweight,"Bettendorf, Iowa",United States,Male,46
/fighter/Victor-Valimaki-4391,4391,Victor Valimaki,The Finnisher,1981-12-17,72.0,233.0,Complete Fitness and Martial Arts,Heavyweight,"Edmonton, Alberta",Canada,Male,43
/fighter/Johnny-Case-28017,28017,Johnny Case,Hollywood,1989-06-28,73.0,155.0,Power MMA,Lightweight,"Jefferson, Iowa",United States,Male,35
/fighter/Logan-Clark-19478,19478,Logan Clark,The Pink Pounder,1985-02-16,74.0,185.0,Minnesota Martial Arts Academy,Middleweight,"Eyota, Minnesota",United States,Male,40
/fighter/Joe-Jordan-4582,4582,Joe Jordan,Porkchop,1978-07-28,66.0,170.0,Miletich Fighting Systems,Welterweight,"Pikeville, Kentucky",United States,Male,46
/fighter/Shonie-Carter-239,239,Shonie Carter,Mr. International,1972-05-03,69.0,176.0,Iron Academy,Middleweight,"Chicago, Illinois",United States,Male,53
/fighter/Rob-Kimmons-9863,9863,Rob Kimmons,The Rosedale Reaper,1981-01-30,70.0,170.0,K2L Grindhouse,Welterweight,"Liberty, Missouri",United States,Male,44
/fighter/Chris-Tuchscherer-10669,10669,Chris Tuchscherer,The Crowbar,1975-09-08,74.0,260.0,Academy of Combat Arts,Heavyweight,"Fargo, North Dakota",United States,Male,49
/fighter/Jared-Hamman-15949,15949,Jared Hamman,The Messenger,1982-03-07,75.0,205.0,Dynamix MMA,Light Heavyweight,"Atascadero, California",United States,Male,43
/fighter/Josh-Hendricks-7652,7652,Josh Hendricks,Heavy,1976-08-28,74.0,259.0,Superior Health Club,Heavyweight,"Mansfield, Ohio",United States,Male,48
/fighter/Oli-Thompson-54543,54543,Oli Thompson,The Spartan,1980-01-02,73.0,205.0,ZT Fight Skool,Light Heavyweight,"Hove, East Sussex",England,Male,45
/fighter/Hayder-Hassan-46033,46033,Hayder Hassan,Hulk,1982-10-20,70.0,170.0,American Top Team,Welterweight,"Coconut Creek, Florida",United States,Male,42
/fighter/Nathan-Coy-25412,25412,Nathan Coy,Soulforce,1978-07-24,70.0,170.0,American Top Team,Welterweight,"Portland, Oregon",United States,Male,46
/fighter/Roger-Hollett-15907,15907,Roger Hollett,The Hulk,1978-10-08,70.0,205.0,Titans MMA,Light Heavyweight,"Halifax, Nova Scotia",Canada,Male,46
/fighter/Vicente-Luque-66474,66474,Vicente Luque,The Silent Assassin,1991-11-27,71.0,170.0,Blackzilians,Welterweight,"Westwood, New Jersey",United States,Male,33
/fighter/Kamaru-Usman-120691,120691,Kamaru Usman,Marty / The Nigerian Nightmare,1988-05-11,72.0,170.0,Blackzilians,Welterweight,"Delray Beach, Florida",United States,Male,37
/fighter/Claude-Patrick-4114,4114,Claude Patrick,The Prince,1980-06-14,70.0,170.0,Elite Mixed Fighters,Welterweight,"Mississauga, Ontario",Canada,Male,44
/fighter/Mark-Coleman-136,136,Mark Coleman,The Hammer,1964-12-20,73.0,205.0,Hammer House,Light Heavyweight,"Columbus, Ohio",United States,Male,60
/fighter/Jason-MacDonald-4389,4389,Jason MacDonald,The Athlete,1975-06-03,74.0,185.0,Pure Fitness,Middleweight,"Edmonton, Alberta",Canada,Male,49
/fighter/Tim-Lajcik-223,223,Tim Lajcik,The Bohemian,1965-06-21,73.0,225.0,Gladiators Training Academy,Heavyweight,"Redwood, California",United States,Male,59
/fighter/John-Lober-210,210,John Lober,The Machine,1968-02-26,71.0,182.0,Team Machine,Middleweight,"Huntington Beach, California",United States,Male,57
/fighter/John-Makdessi-37402,37402,John Makdessi,The Bull,1985-05-03,68.0,155.0,Tristar Gym,Lightweight,"Laval, Quebec",Canada,Male,40
/fighter/Jon-Tuck-45108,45108,Jon Tuck,Super Saiyan,1984-08-28,70.0,155.0,MMA Lab,Lightweight,Chalan Pago,Guam,Male,40
/fighter/Jesse-Ronson-56579,56579,Jesse Ronson,The Body Snatcher,1985-12-24,69.0,156.0,Adrenaline Training Center,Lightweight,"London, Ontario",Canada,Male,39
/fighter/Tim-Sylvia-1061,1061,Tim Sylvia,The Maine-iac,1974-03-05,80.0,265.0,Team Extreme,Heavyweight,"Bettendorf, Iowa",United States,Male,51
/fighter/Roberto-Traven-142,142,Roberto Traven,Spider,1968-09-16,75.0,227.0,Alliance Team,Heavyweight,Rio de Janeiro,Brazil,Male,56
/fighter/Dan-Christison-2646,2646,Dan Christison,The Sandman,1972-04-26,80.0,270.0,Jackson-Wink MMA,Super Heavyweight,"Albuquerque, New Mexico",United States,Male,53
/fighter/Ian-Freeman-242,242,Ian Freeman,The Machine,1970-12-31,71.0,205.0,Machine MMA,Light Heavyweight,"Sunderland, Tyne and Wear",England,Male,54
/fighter/Leslie-Smith-46542,46542,Leslie Smith,The Peacemaker,1982-08-17,69.0,135.0,Cesar Gracie Fight Team,Bantamweight,"Pleasant Hill, California",United States,Female,42
/fighter/Wes-Sims-2713,2713,Wes Sims,A Whole Show,1979-10-12,81.0,258.0,Hammer House,Heavyweight,"Lancaster, Ohio",United States,Male,45
/fighter/Ben-Nguyen-8183,8183,Ben Nguyen,10,1988-08-03,64.0,125.0,Integrated MMA,Flyweight,"Sioux Falls, South Dakota",United States,Male,36
/fighter/Josh-Bryant-21971,21971,Josh Bryant,The Beast,1980-04-23,72.0,185.0,Absolute Combat Alliance,Middleweight,"Broken Arrow, Oklahoma",United States,Male,45
/fighter/Tyron-Woodley-42605,42605,Tyron Woodley,The Chosen One,1982-04-17,69.0,170.0,American Top Team Evolution,Welterweight,"St. Louis, Missouri",United States,Male,43
/fighter/Lavar-Johnson-9511,9511,Lavar Johnson,Big,1977-06-11,75.0,253.0,Pro Buhawe,Heavyweight,"Madera, California",United States,Male,47
/fighter/John-Hathaway-16704,16704,John Hathaway,The Hitman,1987-07-01,74.0,170.0,London Shootfighters,Welterweight,"Brighton, Sussex",England,Male,37
/fighter/DaMarques-Johnson-12913,12913,DaMarques Johnson,Darkness,1982-06-28,72.0,170.0,Elite Performance,Welterweight,"Salt Lake City, Utah",United States,Male,42
/fighter/Justin-Edwards-37452,37452,Justin Edwards,Fast Eddy,1983-01-26,70.0,155.0,Team Jorge Gurgel,Lightweight,"Cincinnati, Ohio",United States,Male,42
/fighter/Simeon-Thoresen-19977,19977,Simeon Thoresen,The Grin,1984-03-14,73.0,170.0,Frontline Academy,Welterweight,Oslo,Norway,Male,41
/fighter/Tom-Watson-15179,15179,Tom Watson,Kong,1982-07-13,73.0,185.0,Jackson-Wink MMA,Middleweight,Southampton,England,Male,42
/fighter/Caio-Magalhaes-51163,51163,Caio Magalhaes,Hellboy,1987-12-14,73.0,185.0,Dragon Fight,Middleweight,"Fortaleza, Ceara",Brazil,Male,37
/fighter/Dan-Cramer-42310,42310,Dan Cramer,Cosmo,1985-10-31,73.0,185.0,American Top Team,Middleweight,"Bethel, Connecticut",United States,Male,39
/fighter/Gunnar-Nelson-25246,25246,Gunnar Nelson,Gunni,1988-07-28,71.0,170.0,Mjolnir,Welterweight,Reykjavik,Iceland,Male,36
/fighter/Eddie-Gordon-66410,66410,Eddie Gordon,Truck,1983-07-22,72.0,185.0,Serra-Longo Fight Team,Middleweight,"Freeport, New York",United States,Male,41
/fighter/Chris-Cope-25784,25784,Chris Cope,C-Murder,1983-03-05,72.0,170.0,The Arena,Welterweight,"San Diego, California",United States,Male,42
/fighter/Paul-Taylor-6326,6326,Paul Taylor,Relentless,1979-12-15,72.0,155.0,Team Supreme,Lightweight,Walsall,England,Male,45
/fighter/Orlando-Wiet-31,31,Orlando Wiet,The Gladiator,1965-10-24,70.0,170.0,Team Wiet,Welterweight,Nancy,France,Male,59
/fighter/Samy-Schiavo-4038,4038,Samy Schiavo,The Dog,1975-12-24,,135.0,Bushido Academie,Bantamweight,Avignon,France,Male,49
/fighter/Dan-Hardy-10629,10629,Dan Hardy,The Outlaw,1982-05-17,72.0,170.0,Team Rough House,Welterweight,"Nottingham, East Midlands",England,Male,42
/fighter/Roan-Carneiro-2886,2886,Roan Carneiro,Jucao,1978-06-02,71.0,170.0,American Top Team Atlanta,Welterweight,Rio de Janeiro,Brazil,Male,46
/fighter/Kendall-Grove-10126,10126,Kendall Grove,Da Spyder,1982-12-11,78.0,185.0,Straight Rootless Fight Team,Middleweight,"Maui, Hawaii",United States,Male,42
/fighter/Abner-Lloveras-11729,11729,Abner Lloveras,Skullman,1982-09-04,71.0,155.0,Gracie Barcelona,Lightweight,Barcelona,Spain,Male,42
/fighter/Lucio-Linhares-10543,10543,Lucio Linhares,Spartan,1973-12-08,74.0,185.0,Alliance Jiu-Jitsu,Middleweight,"Ipatinga, Minas Gerais",Brazil,Male,51
/fighter/Tomasz-Drwal-10047,10047,Tomasz Drwal,Gorilla,1982-01-22,73.0,185.0,Alliance MMA,Middleweight,Krakow,Poland,Male,43
/fighter/Nicolas-Dalby-63608,63608,Nicolas Dalby,Sharpshooter,1984-11-16,71.0,170.0,Rumble Sports,Welterweight,Copenhagen,Denmark,Male,40
/fighter/Leon-Edwards-62665,62665,Leon Edwards,Rocky,1991-08-25,70.0,170.0,UTC Birmingham,Welterweight,"Erdington, West Midlands",England,Male,33
/fighter/Yoislandy-Izquierdo-64716,64716,Yoislandy Izquierdo,Cuba,1984-01-09,70.0,154.0,Young Tigers,Lightweight,Havana,Cuba,Male,41
/fighter/Carlo-Prater-6767,6767,Carlo Prater,Neo,1981-06-25,72.0,155.0,Prater MMA,Lightweight,"Brasilia, Federal District",Brazil,Male,43
/fighter/Danny-Mitchell-40523,40523,Danny Mitchell,The Cheesecake Assassin,1986-08-08,74.0,170.0,AVT Fight Team,Welterweight,"Doncaster, Yorkshire",England,Male,38
/fighter/Jimi-Manuwa-37528,37528,Jimi Manuwa,Poster Boy,1980-02-18,72.0,205.0,Keddles Gym,Light Heavyweight,Morden,England,Male,45
/fighter/Jorge-Gurgel-4025,4025,Jorge Gurgel,J.G.,1977-01-25,69.0,154.0,Team Jorge Gurgel,Lightweight,"Cincinnati, Ohio",United States,Male,48
/fighter/Michael-Kuiper-42901,42901,Michael Kuiper,Judo,1989-06-07,72.0,192.0,Team Topfighter,Light Heavyweight,Tilburg,Netherlands,Male,35
/fighter/Cathal-Pendred-64373,64373,Cathal Pendred,The Punisher,1987-09-02,73.0,170.0,SBG Ireland,Welterweight,"Dublin, Leinster",Ireland,Male,37
/fighter/Chris-Gruetzemacher-36924,36924,Chris Gruetzemacher,Gritz,1986-06-16,67.0,145.0,MMA Lab,Featherweight,"Glendale, Arizona",United States,Male,38
/fighter/Stefan-Struve-15063,15063,Stefan Struve,Skyscraper,1988-02-18,84.0,265.0,Team Schrijber,Heavyweight,"Beverwijk, North Holland",Netherlands,Male,37
/fighter/Pascal-Krauss-43439,43439,Pascal Krauss,Panzer,1987-04-19,73.0,170.0,Peak MMA,Welterweight,Freiburg,Germany,Male,38
/fighter/Jens-Pulver-228,228,Jens Pulver,Little Evil,1974-12-06,67.0,135.0,Team Extreme,Bantamweight,"Crystal Lake, Illinois",United States,Male,50
/fighter/Nick-Ring-6748,6748,Nick Ring,The Promise,1979-02-10,72.0,185.0,Champion's Creed MMA,Middleweight,"Calgary, Alberta",Canada,Male,46
/fighter/Papy-Abedi-20812,20812,Papy Abedi,Makambo,1978-06-30,71.0,170.0,Allstars Training Center,Welterweight,Stockholm,Sweden,Male,46
/fighter/Mike-Pyle-4577,4577,Mike Pyle,Quicksand,1975-09-18,73.0,170.0,Syndicate MMA,Welterweight,"Las Vegas, Nevada",United States,Male,49
/fighter/Gerald-Harris-17903,17903,Gerald Harris,Hurricane,1979-11-19,71.0,170.0,Ghost Dog,Welterweight,"Tulsa, Oklahoma",United States,Male,45
/fighter/Jesse-Forbes-13453,13453,Jesse Forbes,Kid Hercules,1984-10-24,74.0,184.0,Power MMA Team,Middleweight,"Tempe, Arizona",United States,Male,40
/fighter/Brian-Ebersole-3015,3015,Brian Ebersole,Bad Boy,1980-11-27,72.0,170.0,Tiger Muay Thai,Welterweight,"Bradley, Illinois",United States,Male,44
/fighter/Amanda-Nunes-31496,31496,Amanda Nunes,Lioness,1988-05-30,65.0,136.0,American Top Team,Bantamweight,"Salvador, Bahia",Brazil,Female,36
/fighter/Sheila-Gaff-43445,43445,Sheila Gaff,The German Tank,1989-12-29,65.0,115.0,Pyranha MMA Offenbach,Strawweight,Offenbach,Germany,Female,35
/fighter/Shayna-Baszler-12116,12116,Shayna Baszler,The Queen of Spades,1980-08-08,67.0,135.0,CSW,Bantamweight,"Sioux Falls, South Dakota",United States,Female,44
/fighter/Anthony-Smith-29470,29470,Anthony Smith,Lionheart,1988-07-26,76.0,185.0,Disorderly Conduct,Middleweight,"Omaha, Nebraska",United States,Male,36
/fighter/Court-McGee-34124,34124,Court McGee,The Crusher,1984-12-12,71.0,170.0,The Pit Elevated Fight Team,Welterweight,"Layton, Utah",United States,Male,40
/fighter/Keith-Wisniewski-2095,2095,Keith Wisniewski,The Polish Connection,1981-10-25,71.0,170.0,Duneland Vale Tudo,Welterweight,"Portage, Indiana",United States,Male,43
/fighter/Joshua-Burkman-10003,10003,Joshua Burkman,The People's Warrior,1980-10-04,70.0,155.0,The Pit Elevated Fight Team,Lightweight,"Salt Lake City, Utah",United States,Male,44
/fighter/Forrest-Petz-4411,4411,Forrest Petz,The Meat Cleaver,1975-09-22,69.0,185.0,Strong Style Fight Team,Middleweight,"Cleveland, Ohio",United States,Male,49
/fighter/Nick-Thompson-7124,7124,Nick Thompson,The Goat,1981-06-23,73.0,170.0,Minnesota Martial Arts Academy,Welterweight,"Minneapolis, Minnesota",United States,Male,43
/fighter/Derrick-Noble-4556,4556,Derrick Noble,The Eraser,1978-08-14,69.0,169.0,Minnesota Martial Arts Academy,Welterweight,"Cuba, Illinois",United States,Male,46
/fighter/Drew-Fickett-725,725,Drew Fickett,Night Rider,1979-12-24,70.0,151.0,Team Scrub,Lightweight,"Tucson, Arizona",United States,Male,45
/fighter/Anthony-Macias-53,53,Anthony Macias,Mad Dog,1969-07-16,70.0,170.0,USA Stars,Welterweight,"Oklahoma City, Oklahoma",United States,Male,55
/fighter/Kevin-Burns-20512,20512,Kevin Burns,The Fire,1980-03-03,72.0,170.0,Grudge Training Center,Welterweight,"Des Moines, Iowa",United States,Male,45
/fighter/James-McSweeney-22111,22111,James McSweeney,The Hammer,1980-10-24,76.0,206.0,Tiger Muay Thai,Light Heavyweight,"London, Greater London",England,Male,44
/fighter/Elvis-Mutapcic-28038,28038,Elvis Mutapcic,The King,1986-07-19,72.0,185.0,Roundkick Gym,Middleweight,"Des Moines, Iowa",United States,Male,38
/fighter/Kerry-Schall-397,397,Kerry Schall,Meat Truck,1971-08-09,74.0,265.0,Meat Truck Inc.,Heavyweight,"Cincinnati, Ohio",United States,Male,53
/fighter/Gary-Goodridge-129,129,Gary Goodridge,Big Daddy,1966-01-17,75.0,240.0,Big Daddy Fight Team,Heavyweight,"Barrie, Ontario",Canada,Male,59
/fighter/Bobby-Hoffman-265,265,Bobby Hoffman,The Truth,1966-10-28,74.0,245.0,Universal Grappling Academy,Heavyweight,"Bettendorf, Iowa",United States,Male,58
/fighter/Gan-McGee-273,273,Gan McGee,The Giant,1976-11-20,82.0,260.0,S.K.S. Fight Team,Heavyweight,"San Luis Obispo, California",United States,Male,48
/fighter/Jay-Silva-34408,34408,Jay Silva,Da Spyda Killa,1981-05-25,74.0,185.0,MPF Training Systems,Middleweight,"Huntington Beach, California",United States,Male,43
/fighter/John-Howard-11798,11798,John Howard,Doomsday,1983-03-01,67.0,171.0,Wai Kru MMA,Welterweight,"Boston, Massachusetts",United States,Male,42
/fighter/Semmy-Schilt-467,467,Semmy Schilt,Hightower,1973-10-27,83.0,256.0,Golden Glory,Heavyweight,"Zuidlaren, Drenthe",Holland,Male,51
/fighter/Ricardo-Almeida-11,11,Ricardo Almeida,Big Dog,1976-11-29,71.0,170.0,Renzo Gracie Jiu-Jitsu,Welterweight,"Bordentown, New Jersey",United States,Male,48
/fighter/Guy-Mezger-14,14,Guy Mezger,The Sandman,1968-01-01,73.0,200.0,Lion's Den Dallas,Light Heavyweight,"Houston, Texas",United States,Male,57
/fighter/Mike-Easton-9626,9626,Mike Easton,The Hulk,1984-01-25,66.0,135.0,Alliance MMA,Bantamweight,"Temple Hills, Maryland",United States,Male,41
/fighter/Hugo-Viana-65456,65456,Hugo Viana,Wolverine,1982-09-26,66.0,135.0,Champion Team,Bantamweight,"Salvador, Bahia",Brazil,Male,42
/fighter/Walel-Watson-36403,36403,Walel Watson,The Gazelle,1984-07-16,71.0,134.0,Team Hurricane Awesome,Bantamweight,"San Diego, California",United States,Male,40
/fighter/Josh-Burkman-10003,10003,Joshua Burkman,The People's Warrior,1980-10-04,70.0,155.0,The Pit Elevated Fight Team,Lightweight,"Salt Lake City, Utah",United States,Male,44
/fighter/Diego-Sanchez-4824,4824,Diego Sanchez,The Dream,1981-12-31,70.0,155.0,Jackson-Wink MMA,Lightweight,"Albuquerque, New Mexico",United States,Male,43
/fighter/Yves-Edwards-344,344,Yves Edwards,Thugjitsu Master,1976-09-30,70.0,155.0,American Top Team,Lightweight,"Woodlands, Texas",United States,Male,48
/fighter/Jeremy-Jackson-2651,2651,Jeremy Jackson,The Scorpion,1982-09-19,70.0,170.0,Team Freedom,Welterweight,"Port Hueneme, California",United States,Male,42
/fighter/John-Lineker-41906,41906,John Lineker,Hands of Stone,1990-06-12,62.0,126.0,OCS Jiu-Jitsu,Flyweight,"Paranagua, Parana",Brazil,Male,34
/fighter/Makwan-Amirkhani-69406,69406,Makwan Amirkhani,Mr. Finland,1988-11-08,71.0,145.0,Allstars Training Center,Featherweight,Turku,Finland,Male,36
