url,fid,name,nick,birth_date,height,weight,association,class,locality,country,gender,age
/fighter/Conor-McGregor-29688,29688,Conor McGregor,Notorious,1988-07-14,68.0,145.0,SBG Ireland,Featherweight,Dublin,Ireland,Male,36
/fighter/Jon-Jones-27944,27944,Jon Jones,Bones,1987-07-19,76.0,205.0,Jackson-Wink MMA,Light Heavyweight,"Rochester, New York",United States,Male,37
/fighter/Holly-Holm-75125,75125,Holly Holm,The Preacher's Daughter,1981-10-17,68.0,135.0,Jackson-Wink MMA,Bantamweight,"Albuquerque, New Mexico",United States,Female,43
/fighter/Dominick-Cruz-12107,12107,Dominick Cruz,The Dominator,1985-09-03,68.0,134.0,Alliance MMA,Bantamweight,"San Diego, California",United States,Male,39
/fighter/Demetrious-Johnson-45452,45452,Demetrious Johnson,Mighty Mouse,1986-08-13,63.0,125.0,AMC Pankration,Flyweight,"Kirkland, Washington",United States,Male,38
/fighter/Ronda-Rousey-73073,73073,Ronda Rousey,Rowdy,1987-02-01,66.0,135.0,Team Hayastan,Bantamweight,"Santa Monica, California",United States,Female,38
/fighter/Fabricio-Werdum-8390,8390,Fabricio Werdum,Vai Cavalo,1977-07-30,76.0,242.0,Werdum Combat Team,Heavyweight,"Porto Alegre, Rio Grande do Sul",Brazil,Male,47
/fighter/Robbie-Lawler-2245,2245,Robbie Lawler,Ruthless,1982-03-20,71.0,170.0,American Top Team,Welterweight,"Granite City, Illinois",United States,Male,43
/fighter/Jose-Aldo-11506,11506,Jose Aldo,Scarface,1986-09-09,67.0,145.0,Nova Uniao,Featherweight,"Manaus, Amazonas",Brazil,Male,38
/fighter/Chad-Mendes-38393,38393,Chad Mendes,Money,1985-05-01,66.0,145.0,Team Alpha Male,Featherweight,"Hanford, California",United States,Male,40
/fighter/Dustin-Poirier-50529,50529,Dustin Poirier,The Diamond,1989-01-19,69.0,155.0,American Top Team,Lightweight,"Carencro, Louisiana",United States,Male,36
/fighter/Marcus-Brimage-21618,21618,Marcus Brimage,The Bama Beast,1985-04-06,64.0,135.0,American Top Team,Bantamweight,"Birmingham, Alabama",United States,Male,40
/fighter/Diego-Brandao-25097,25097,Diego Brandao,DB,1987-05-27,67.0,145.0,Jackson-Wink MMA,Featherweight,"Fortaleza, Ceara",Brazil,Male,37
/fighter/Max-Holloway-38671,38671,Max Holloway,Blessed,1991-12-04,71.0,145.0,Gracie Technics,Featherweight,"Waianae, Hawaii",United States,Male,33
/fighter/Kevin-Randleman-162,162,Kevin Randleman,The Monster,1971-08-10,70.0,205.0,Tapout Training Center,Light Heavyweight,"Columbus, Ohio",United States,Male,53
/fighter/Vitor-Belfort-156,156,Vitor Belfort,The Phenom,1977-04-01,72.0,185.0,Blackzilians,Middleweight,Rio de Janeiro,Brazil,Male,48
/fighter/Rashad-Evans-10200,10200,Rashad Evans,Suga,1979-09-25,71.0,205.0,Blackzilians,Light Heavyweight,"Niagara Falls, New York",United States,Male,45
/fighter/Ryan-Bader-22858,22858,Ryan Bader,Darth,1983-06-07,74.0,205.0,Power MMA Team,Light Heavyweight,"Tempe, Arizona",United States,Male,41
/fighter/Michael-Bisping-10196,10196,Michael Bisping,The Count,1979-02-28,74.0,185.0,HB Ultimate,Middleweight,Manchester,England,Male,46
/fighter/Alexander-Gustafsson-26162,26162,Alexander Gustafsson,The Mauler,1987-01-15,76.0,205.0,Allstars Training Center,Light Heavyweight,"Stockholm, Stockholm County",Sweden,Male,38
/fighter/Vladimir-Matyushenko-435,435,Vladimir Matyushenko,The Janitor,1971-01-04,73.0,205.0,VMAT,Light Heavyweight,Retchisa,Belarus,Male,54
/fighter/Lyoto-Machida-7513,7513,Lyoto Machida,The Dragon,1978-05-30,73.0,185.0,APAM,Middleweight,"Belem, Para",Brazil,Male,46
/fighter/Quinton-Jackson-348,348,Quinton Jackson,Rampage,1978-06-20,73.0,206.0,Wolfslair Academy,Light Heavyweight,"Memphis, Tennessee",United States,Male,46
/fighter/Brandon-Vera-4886,4886,Brandon Vera,The Truth,1977-10-10,74.0,205.0,Alliance MMA,Light Heavyweight,"San Diego, California",United States,Male,47
/fighter/Mauricio-Rua-5707,5707,Mauricio Rua,Shogun,1981-11-25,73.0,205.0,Universidade da Luta,Light Heavyweight,"Curitiba, Parana",Brazil,Male,43
/fighter/Stephan-Bonnar-3014,3014,Stephan Bonnar,The American Psycho,1977-04-04,75.0,205.0,One Kick's Gym,Light Heavyweight,"Hammond, Indiana",United States,Male,48
/fighter/Mark-Kerr-71,71,Mark Kerr,The Smashing Machine,1968-12-21,75.0,255.0,Team Kerr,Heavyweight,"Phoenix, Arizona",United States,Male,56
/fighter/James-Toney-60940,60940,James Toney,Lights Out,1968-08-24,70.0,237.0,M-1 Global Training Center,Heavyweight,"Grand Rapids, Michigan",United States,Male,56
/fighter/Randy-Couture-166,166,Randy Couture,The Natural,1963-06-22,73.0,203.0,Xtreme Couture,Light Heavyweight,"Corvallis, Oregon",United States,Male,61
/fighter/Marion-Reneau-61266,61266,Marion Reneau,The Bruiser,1977-06-20,66.0,135.0,Elite Team,Bantamweight,"Visalia, California",United States,Female,47
/fighter/Anthony-Pettis-26627,26627,Anthony Pettis,Showtime,1987-01-27,69.0,155.0,Roufusport,Lightweight,"Milwaukee, Wisconsin",United States,Male,38
/fighter/Miesha-Tate-26252,26252,Miesha Tate,Cupcake,1986-08-18,66.0,135.0,Xtreme Couture,Bantamweight,"Tacoma, Washington",United States,Female,38
/fighter/Donald-Cerrone-15105,15105,Donald Cerrone,Cowboy,1983-03-29,71.0,155.0,Jackson-Wink MMA,Lightweight,"Broomfield, Colorado",United States,Male,42
/fighter/Raquel-Pennington-75564,75564,Raquel Pennington,Rocky,1988-09-05,67.0,135.0,Altitude MMA,Bantamweight,"Colorado Springs, Colorado",United States,Female,36
/fighter/Alex-Oliveira-110143,110143,Alex Oliveira,Cowboy,1988-02-21,71.0,155.0,Tata Fight Team,Lightweight,"Tres Rios, Rio de Janeiro",Brazil,Male,37
/fighter/Urijah-Faber-8847,8847,Urijah Faber,The California Kid,1979-05-14,66.0,135.0,Team Alpha Male,Bantamweight,"Sacramento, California",United States,Male,46
/fighter/Scott-Jorgensen-16852,16852,Scott Jorgensen,Young Guns,1982-09-17,65.0,135.0,Twisted Genetiks,Bantamweight,"Boise, Idaho",United States,Male,42
/fighter/Ian-McCall-5001,5001,Ian McCall,Uncle Creepy,1984-07-05,65.0,125.0,Team Oyama,Flyweight,"Dana Point, California",United States,Male,40
/fighter/Chris-Weidman-42804,42804,Chris Weidman,All-American,1984-06-17,74.0,185.0,Serra-Longo Fight Team,Middleweight,"Baldwin, New York",United States,Male,40
/fighter/Paul-Bradley-19726,19726,Paul Bradley,The Gentleman,1983-05-17,69.0,170.0,Alliance MMA,Welterweight,"San Diego, California",United States,Male,41
/fighter/Tim-Boetsch-19544,19544,Tim Boetsch,The Barbarian,1981-01-28,71.0,205.0,Team Irish,Light Heavyweight,"Lincolnville, Maine",United States,Male,44
/fighter/Jesse-Taylor-17389,17389,Jesse Taylor,JT Money,1984-01-02,73.0,185.0,The Arena,Middleweight,"Poway, California",United States,Male,41
/fighter/Stephen-Thompson-59608,59608,Stephen Thompson,Wonderboy,1983-02-11,72.0,170.0,Team Upstate Karate,Welterweight,"Simpsonville, South Carolina",United States,Male,42
/fighter/Keith-Jardine-2638,2638,Keith Jardine,The Dean of Mean,1975-10-31,74.0,185.0,Jackson-Wink MMA,Middleweight,"Albuquerque, New Mexico",United States,Male,49
/fighter/Dan-Henderson-195,195,Dan Henderson,Hendo,1970-08-24,73.0,185.0,Team Quest,Middleweight,"Temecula, California",United States,Male,54
/fighter/Kevin-Ferguson-22388,22388,Kevin Ferguson,Kimbo Slice,1974-02-08,74.0,225.0,American Top Team,Heavyweight,"Miami, Florida",United States,Male,51
/fighter/Ken-Shamrock-4,4,Ken Shamrock,The World's Most Dangerous Man,1964-02-11,73.0,212.0,Lion's Den,Heavyweight,"San Diego, California",United States,Male,61
/fighter/Anthony-Johnson-17662,17662,Anthony Johnson,Rumble,1984-03-06,74.0,205.0,Blackzilians,Light Heavyweight,"Boca Raton, Florida",United States,Male,41
/fighter/Antonio-Rodrigo-Nogueira-1440,1440,Antonio Rodrigo Nogueira,Minotauro,1976-06-02,75.0,240.0,Team Nogueira,Heavyweight,"Vitoria da Conquista, Bahia",Brazil,Male,48
/fighter/Joe-Doerksen-390,390,Joe Doerksen,El Dirte,1977-09-10,72.0,186.0,Canadian Fighting Centre,Middleweight,"Winnipeg, Manitoba",Canada,Male,47
/fighter/Carlos-Condit-6765,6765,Carlos Condit,The Natural Born Killer,1984-04-26,73.0,170.0,Jackson-Wink MMA,Welterweight,"Albuquerque, New Mexico",United States,Male,41
/fighter/Tim-Hague-19599,19599,Tim Hague,The Thrashing Machine,1983-09-05,76.0,264.0,Black Sheep MMA,Heavyweight,"Boyle, Alberta",Canada,Male,41
/fighter/Houston-Alexander-2352,2352,Houston Alexander,The Assassin,1972-03-22,72.0,203.0,Grudge Training Center,Light Heavyweight,"Omaha, Nebraska",United States,Male,53
/fighter/Shamil-Abdurakhimov-26808,26808,Shamil Abdurakhimov,Abrek,1981-09-02,75.0,255.0,Peresvet FT,Heavyweight,"Makhachkala, Dagestan",Russia,Male,43
/fighter/Jeremy-Horn-202,202,Jeremy Horn,Gumby,1975-08-25,73.0,186.0,Elite Performance,Middleweight,"Cedar Rapids, Iowa",United States,Male,49
/fighter/Ilir-Latifi-40207,40207,Ilir Latifi,The Sledgehammer,1983-07-28,68.0,205.0,Pancrase Gym Sweden,Light Heavyweight,Malmo,Sweden,Male,41
/fighter/Darrill-Schoonover-33084,33084,Darrill Schoonover,The Boss,1985-06-18,74.0,257.0,Red Spider MMA,Heavyweight,"El Paso, Texas",United States,Male,39
/fighter/Jason-Lambert-495,495,Jason Lambert,The Punisher,1977-09-23,70.0,205.0,Alliance MMA,Light Heavyweight,"San Diego, California",United States,Male,47
/fighter/Jeff-Monson-262,262,Jeff Monson,The Snowman,1971-01-18,69.0,238.0,American Top Team,Heavyweight,"Miami, Florida",United States,Male,54
/fighter/Mike-Kyle-3619,3619,Mike Kyle,MAK,1980-03-31,75.0,205.0,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States,Male,45
/fighter/Joey-Beltran-21219,21219,Joey Beltran,Mexicutioner,1981-12-09,73.0,185.0,Blackline,Middleweight,"San Diego, California",United States,Male,43
/fighter/Wes-Combs-4371,4371,Wes Combs,Soldier,1973-06-18,74.0,230.0,Millennia MMA,Heavyweight,"Rancho Cucamonga, California",United States,Male,51
/fighter/Kyle-Kingsbury-16558,16558,Kyle Kingsbury,Kingsbu,1982-03-22,76.0,205.0,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States,Male,43
/fighter/Justin-Levens-10226,10226,Justin Levens,The Executioner,1980-04-18,70.0,185.0,CSW,Middleweight,"Newport Beach, California",United States,Male,45
/fighter/Benson-Henderson-20548,20548,Benson Henderson,Smooth,1983-11-16,69.0,155.0,MMA Lab,Lightweight,"Glendale, Arizona",United States,Male,41
/fighter/Kamal-Shalorus-31151,31151,Kamal Shalorus,Prince of Persia,1977-08-27,68.0,155.0,Kaizen MMA,Lightweight,"Ahmadabad, Ardabil","Iran, Islamic Republic of",Male,47
/fighter/Anthony-Hamilton-58947,58947,Anthony Hamilton,Freight Train,1980-04-14,77.0,253.0,Jackson-Wink MMA,Heavyweight,"Seattle, Washington",United States,Male,45
/fighter/Clay-Guida-8184,8184,Clay Guida,The Carpenter,1981-12-08,67.0,145.0,Jackson-Wink MMA,Featherweight,"Round Lake, Illinois",United States,Male,43
/fighter/Jason-High-14185,14185,Jason High,The Kansas City Bandit,1981-10-12,69.0,155.0,American Top Team HD,Lightweight,"Kansas City, Missouri",United States,Male,43
/fighter/Khabib-Nurmagomedov-56035,56035,Khabib Nurmagomedov,The Eagle,1988-09-20,70.0,155.0,Fightspirit Team,Lightweight,Makhachkala,Russia,Male,36
/fighter/Jeremy-Stephens-12179,12179,Jeremy Stephens,Lil' Heathen,1986-05-26,69.0,145.0,Alliance MMA,Featherweight,"Des Moines, Iowa",United States,Male,38
/fighter/Anthony-Njokuani-7540,7540,Anthony Njokuani,The Assassin,1980-03-01,72.0,155.0,Janjira Muay Thai,Lightweight,"Garland, Texas",United States,Male,45
/fighter/Henry-Cejudo-125297,125297,Henry Cejudo,The Messenger,1987-02-09,64.0,125.0,Fight Ready,Flyweight,"Phoenix, Arizona",United States,Male,38
/fighter/John-Dodson-11660,11660,John Dodson,The Magician,1984-09-26,63.0,125.0,Jackson-Wink MMA,Flyweight,"Albuquerque, New Mexico",United States,Male,40
/fighter/Chris-Cariaso-16467,16467,Chris Cariaso,Kamikaze,1981-05-27,63.0,125.0,Fight and Fitness,Flyweight,"San Francisco, California",United States,Male,43
/fighter/Ali-Bagautinov-81198,81198,Ali Bagautinov,Puncher,1985-06-12,64.0,125.0,Fight Nights Team,Flyweight,Dagestan,Russia,Male,39
/fighter/Norifumi-Yamamoto-1354,1354,Norifumi Yamamoto,Kid,1977-03-15,64.0,135.0,Krazy Bee,Bantamweight,"Tokyo, Kato",Japan,Male,48
/fighter/Damacio-Page-12158,12158,Damacio Page,The Angel of Death,1982-09-30,66.0,125.0,Jackson-Wink MMA,Flyweight,"Albuquerque, New Mexico",United States,Male,42
/fighter/Brad-Pickett-11743,11743,Brad Pickett,One Punch,1978-09-24,66.0,125.0,American Top Team,Flyweight,London,England,Male,46
/fighter/Cat-Zingano-33932,33932,Cat Zingano,Alpha,1982-07-01,66.0,135.0,Zingano Brazilian Jiu-Jitsu,Bantamweight,"Broomfield, Colorado",United States,Female,42
/fighter/Alexis-Davis-22071,22071,Alexis Davis,Ally-Gator,1984-10-04,65.0,136.0,Cesar Gracie Fight Team,Bantamweight,"Port Colborne, Ontario",Canada,Female,40
/fighter/Liz-Carmouche-67007,67007,Liz Carmouche,Girl-Rilla,1984-02-19,66.0,135.0,Team Hurricane Awesome,Bantamweight,"San Diego, California",United States,Female,41
/fighter/Roy-Nelson-10249,10249,Roy Nelson,Big Country,1976-06-20,72.0,249.0,Country Club,Heavyweight,"Las Vegas, Nevada",United States,Male,48
/fighter/Alistair-Overeem-461,461,Alistair Overeem,The Demolition Man,1980-05-17,77.0,257.0,Jackson-Wink MMA,Heavyweight,Amsterdam,Netherlands,Male,44
/fighter/Gabriel-Gonzaga-7306,7306,Gabriel Gonzaga,Napao,1979-05-18,74.0,258.0,Team Link,Heavyweight,Rio de Janeiro,Brazil,Male,45
/fighter/Andrei-Arlovski-270,270,Andrei Arlovski,The Pit Bull,1979-02-04,76.0,241.0,Jackson-Wink MMA,Heavyweight,Minsk,Belarus,Male,46
/fighter/Travis-Browne-16785,16785,Travis Browne,Hapa,1982-07-17,79.0,236.0,Glendale Fighting Club,Heavyweight,"Oahu, Hawaii",United States,Male,42
/fighter/James-Zikic-1767,1767,James Zikic,The Messenger,1977-03-31,74.0,185.0,London Shootfighters,Middleweight,"Watford, Hertfordshire",England,Male,48
/fighter/Mark-Hunt-10668,10668,Mark Hunt,The Super Samoan,1974-03-23,70.0,262.0,American Top Team,Heavyweight,"South Auckland, Auckland",New Zealand,Male,51
/fighter/Antonio-Silva-12354,12354,Antonio Silva,Bigfoot,1979-09-14,76.0,264.0,American Top Team,Heavyweight,"Brasilia, Distrito Federal",Brazil,Male,45
/fighter/Ebenezer-Fontes-Braga-207,207,Ebenezer Fontes Braga,Pitbull,1969-04-14,72.0,199.0,Gracie Barra Combat Team,Light Heavyweight,Rio de Janeiro,Brazil,Male,56
/fighter/Valerie-Letourneau-21851,21851,Valerie Letourneau,Trouble,1983-04-29,67.0,116.0,American Top Team,Strawweight,"Montreal, Quebec",Canada,Female,42
/fighter/Rosi-Sexton-5358,5358,Rosi Sexton,The Surgeon,1977-07-16,63.0,135.0,Next Generation,Bantamweight,Manchester,England,Female,47
/fighter/Juliana-Lima-73710,73710,Juliana Lima,Ju Thai,1982-03-15,65.0,115.0,Gracie Barra BH,Strawweight,"Belo Horizonte, Minas Gerais",Brazil,Female,43
/fighter/Claudia-Gadelha-48404,48404,Claudia Gadelha,Claudinha,1988-12-07,63.0,115.0,Nova Uniao,Strawweight,"Mossoro, Rio Grande do Norte",Brazil,Female,36
/fighter/Carla-Esparza-63410,63410,Carla Esparza,Cookie Monster,1987-10-10,61.0,115.0,Team Oyama,Strawweight,"Redondo Beach, California",United States,Female,37
/fighter/Johny-Hendricks-24539,24539,Johny Hendricks,Bigg Rigg,1983-09-12,69.0,170.0,Team Takedown,Welterweight,"Ada, Oklahoma",United States,Male,41
/fighter/Jake-Ellenberger-13068,13068,Jake Ellenberger,The Juggernaut,1985-03-28,69.0,170.0,Reign MMA,Welterweight,"Omaha, Nebraska",United States,Male,40
/fighter/Matt-Brown-14310,14310,Matt Brown,The Immortal,1981-01-10,72.0,170.0,Team Jorge Gurgel,Welterweight,"Xenia, Ohio",United States,Male,44
/fighter/Jessica-Aguilar-15174,15174,Jessica Aguilar,Jag,1982-05-08,64.0,115.0,American Top Team,Strawweight,"Houston, Texas",United States,Female,43
/fighter/Renato-Sobral-274,274,Renato Sobral,Babalu,1975-07-09,72.0,205.0,Babalu's Iron Gym,Light Heavyweight,Rio de Janeiro,Brazil,Male,49
/fighter/Lorenz-Larkin-51345,51345,Lorenz Larkin,The Monsoon,1986-09-03,71.0,170.0,Millennia MMA,Welterweight,"Riverside, California",United States,Male,38
/fighter/Rory-MacDonald-14018,14018,Rory MacDonald,Red King,1989-07-22,71.0,170.0,Tristar Gym,Welterweight,"Kelowna, British Columbia",Canada,Male,35
/fighter/Adlan-Amagov-41523,41523,Adlan Amagov,Borz,1986-10-30,71.0,170.0,Jackson-Wink MMA,Welterweight,Grozny,Russia,Male,38
/fighter/Bobby-Voelker-15156,15156,Bobby Voelker,Vicious,1979-04-26,72.0,171.0,Finney's MMA,Welterweight,"Kansas City, Kansas",United States,Male,46
/fighter/Jason-Miller-7798,7798,Jason Miller,Mayhem,1980-12-24,72.0,185.0,Team Mayhem,Middleweight,"Mission Viejo, California",United States,Male,44
/fighter/Josh-Koscheck-9418,9418,Josh Koscheck,Kos,1977-11-30,70.0,170.0,Dethrone Base Camp,Welterweight,"Buffalo, New York",United States,Male,47
/fighter/Scott-Smith-2578,2578,Scott Smith,Hands of Steel,1979-05-21,72.0,185.0,Capital City Fighting Alliance,Middleweight,"Elk Grove, California",United States,Male,45
/fighter/Matt-Lindland-276,276,Matt Lindland,The Law,1970-05-17,72.0,185.0,Team Quest,Middleweight,"Eagle Creek, Oregon",United States,Male,54
/fighter/Frank-Trigg-311,311,Frank Trigg,Twinkle Toes,1972-05-07,68.0,181.0,Xtreme Couture,Middleweight,"Rochester, New York",United States,Male,53
/fighter/Falaniko-Vitale-370,370,Falaniko Vitale,Niko,1974-07-14,70.0,185.0,808 Top Team,Middleweight,"Honolulu, Hawaii",United States,Male,50
/fighter/Pete-Spratt-3195,3195,Pete Spratt,The Secret Weapon,1971-01-09,69.0,170.0,Team Spratt,Welterweight,"San Antonio, Texas",United States,Male,54
/fighter/Chris-Lytle-267,267,Chris Lytle,Lights Out,1974-08-18,71.0,170.0,Integrated Fighting Academy,Welterweight,"Indianapolis, Indiana",United States,Male,50
/fighter/Steve-Berger-1303,1303,Steve Berger,The Red Nose Pitbull,1973-05-20,70.0,170.0,Berger MMA,Welterweight,"St. Louis, Missouri",United States,Male,51
/fighter/Chris-Leben-6258,6258,Chris Leben,The Crippler,1980-07-21,71.0,185.0,Alliance MMA,Middleweight,"Portland, Oregon",United States,Male,44
/fighter/Dean-Lister-338,338,Dean Lister,The Boogeyman,1976-02-13,73.0,185.0,Victory MMA,Middleweight,"San Diego, California",United States,Male,49
/fighter/Danillo-Villefort-13093,13093,Danillo Villefort,Indio,1983-05-08,73.0,186.0,Blackzilians,Middleweight,"Coconut Creek, Florida",United States,Male,42
/fighter/Phil-Baroni-278,278,Phil Baroni,New York Bad Ass,1976-04-16,69.0,170.0,American Kickboxing Academy,Welterweight,"Long Island, New York",United States,Male,49
/fighter/David-Loiseau-903,903,David Loiseau,The Crow,1979-12-17,72.0,192.0,Tristar Gym,Light Heavyweight,"Montreal, Quebec",Canada,Male,45
/fighter/Jorge-Santiago-5735,5735,Jorge Santiago,The Sandman,1980-10-09,73.0,170.0,Blackzilians,Welterweight,Rio de Janeiro,Brazil,Male,44
/fighter/Tim-Credeur-1804,1804,Tim Credeur,Crazy,1977-07-09,75.0,185.0,Gladiators Academy,Middleweight,"Lafayette, Louisiana",United States,Male,47
/fighter/David-Terrell-536,536,David Terrell,The Soul Assassin,1978-01-09,72.0,185.0,Cesar Gracie Jiu-Jitsu,Middleweight,California,USA,Male,47
/fighter/Julie-Kedzie-10093,10093,Julie Kedzie,Fireball,1981-03-18,65.0,135.0,Jackson-Wink MMA,Bantamweight,"Bloomington, Indiana",United States,Female,44
/fighter/Seth-Petruzelli-2738,2738,Seth Petruzelli,The Silverback,1979-12-03,72.0,205.0,The Jungle MMA,Light Heavyweight,"Fort Myers, Florida",United States,Male,45
/fighter/Todd-Medina-61,61,Todd Medina,El Tiburon,1970-04-30,70.0,205.0,Carlson Gracie Jiu-Jitsu,Light Heavyweight,"Santa Ana, California",United States,Male,55
/fighter/Jorge-Rivera-2712,2712,Jorge Rivera,El Conquistador,1972-02-28,73.0,185.0,Rivera Athletic Center,Middleweight,"Milford, Massachusetts",United States,Male,53
/fighter/Mairbek-Taisumov-33161,33161,Mairbek Taisumov,Beckan,1988-08-08,69.0,155.0,Team Taisumov,Lightweight,"Grozny, Chechnya",Russia,Male,36
/fighter/Chan-Sung-Jung-36155,36155,Chan Sung Jung,The Korean Zombie,1987-03-17,69.0,145.0,Korean Zombie MMA,Featherweight,"Gyeongju, North Gyeongsang",South Korea,Male,38
/fighter/Ricardo-Lamas-32051,32051,Ricardo Lamas,The Bully,1982-05-21,68.0,145.0,MMA Masters,Featherweight,"Chicago, Illinois",United States,Male,42
/fighter/Kenny-Florian-8021,8021,Kenny Florian,KenFlo,1976-05-26,70.0,145.0,Florian Martial Arts Center,Featherweight,"Westwood, Massachusetts",United States,Male,48
/fighter/Frankie-Edgar-14204,14204,Frankie Edgar,The Answer,1981-10-16,66.0,145.0,Ricardo Almeida Jiu-Jitsu,Featherweight,"Toms River, New Jersey",United States,Male,43
/fighter/Mark-Hominick-4728,4728,Mark Hominick,The Machine,1982-07-22,68.0,145.0,Team Tompkins,Featherweight,"London, Ontario",Canada,Male,42
/fighter/Phil-Harris-8753,8753,Phil Harris,Billy,1983-04-09,65.0,125.0,Gym01,Flyweight,"Portsmouth, Hampshire",England,Male,42
/fighter/Michihiro-Omigawa-13005,13005,Michihiro Omigawa,Michi,1975-12-19,66.0,145.0,Neo Judo Academy,Featherweight,Ibaraki,Japan,Male,49
/fighter/Cody-McKenzie-22173,22173,Cody McKenzie,The AK Kid,1987-12-16,72.0,170.0,Warrior Camp,Welterweight,"Cordova, Alaska",United States,Male,37
/fighter/Darren-Elkins-22094,22094,Darren Elkins,The Damage,1984-05-16,70.0,145.0,Duneland Vale Tudo,Featherweight,"Hobart, Indiana",United States,Male,41
/fighter/Nik-Lentz-15058,15058,Nik Lentz,The Carny,1984-08-13,68.0,145.0,American Top Team,Featherweight,"St. Paul, Minnesota",United States,Male,40
/fighter/Javier-Vazquez-511,511,Javier Vazquez,Showtime,1977-07-16,67.0,145.0,Gracie Jiu-Jitsu,Featherweight,"Pomona, California",United States,Male,47
/fighter/Erik-Koch-23390,23390,Erik Koch,New Breed,1988-10-04,70.0,145.0,Roufusport,Featherweight,"Cedar Rapids, Iowa",United States,Male,36
/fighter/Steven-Siler-22537,22537,Steven Siler,Super,1987-02-15,71.0,164.0,The Pit Elevated Fight Team,Welterweight,"Provo, Utah",United States,Male,38
/fighter/Pablo-Garza-35448,35448,Pablo Garza,The Scarecrow,1983-09-16,73.0,145.0,Academy of Combat Arts,Featherweight,"Fargo, North Dakota",United States,Male,41
/fighter/Yancy-Medeiros-27738,27738,Yancy Medeiros,The Kid,1987-09-07,70.0,155.0,Team Hakuilua,Lightweight,"Makaha, Hawaii",United States,Male,37
/fighter/Jason-Young-17758,17758,Jason Young,Shotgun,1986-06-28,69.0,145.0,American Top Team,Featherweight,London,England,Male,38
/fighter/Danny-Castillo-26070,26070,Danny Castillo,Last Call,1979-08-25,69.0,155.0,Team Alpha Male,Lightweight,"Sacaramento, California",United States,Male,45
/fighter/Josh-Grispi-20416,20416,Josh Grispi,The Fluke,1988-10-14,71.0,146.0,South Shore Sport Fighting,Featherweight,"Rockland, Massachusetts",United States,Male,36
/fighter/Paul-Felder-68205,68205,Paul Felder,The Irish Dragon,1985-04-25,70.0,155.0,Renzo Gracie Philly,Lightweight,"Philadelphia, Pennsylvania",United States,Male,40
/fighter/Kyle-Noke-7632,7632,Kyle Noke,KO,1980-03-18,73.0,170.0,Jackson-Wink MMA,Welterweight,"Dubbo, New South Wales",Australia,Male,45
/fighter/Tatsuya-Kawajiri-1326,1326,Tatsuya Kawajiri,Crusher,1978-05-08,67.0,145.0,T-Blood,Featherweight,"Inashiki, Ibaraki",Japan,Male,47
/fighter/Hacran-Dias-19789,19789,Hacran Dias,Barnabe,1984-05-16,68.0,145.0,Nova Uniao,Featherweight,Rio de Janeiro,Brazil,Male,41
/fighter/Charles-Rosa-71116,71116,Charles Rosa,Boston Strong,1986-08-24,70.0,145.0,American Top Team,Featherweight,"Peabody, Massachusetts",United States,Male,38
/fighter/Ross-Pearson-11884,11884,Ross Pearson,The Real Deal,1984-09-26,68.0,155.0,Alliance MMA,Lightweight,"Sunderland, Tyne and Wear",England,Male,40
/fighter/Daron-Cruickshank-53717,53717,Daron Cruickshank,The Detroit Superstar,1985-06-11,68.0,155.0,Michigan Top Team,Lightweight,"Wayne, Michigan",United States,Male,39
/fighter/Diego-Nunes-25981,25981,Diego Nunes,The Gun,1982-11-30,66.0,145.0,X-Gym,Featherweight,"Caxias do Sul, Rio Grande do Sul",Brazil,Male,42
/fighter/Matt-Wiman-12236,12236,Matt Wiman,Handsome,1983-09-19,70.0,155.0,Skrap Pack,Lightweight,"Tulsa, Oklahoma",United States,Male,41
/fighter/Paul-Kelly-14028,14028,Paul Kelly,Tellys,1984-09-12,69.0,169.0,Team Kaobon,Welterweight,Liverpool,England,Male,40
/fighter/Gray-Maynard-15835,15835,Gray Maynard,The Bully,1979-09-05,68.0,155.0,American Kickboxing Academy,Lightweight,"Santa Cruz, California",United States,Male,45
/fighter/Tom-Niinimaki-5639,5639,Tom Niinimaki,Stoneface,1982-07-25,69.0,145.0,Finnfighters Gym,Featherweight,Turku,Finland,Male,42
/fighter/Jimmie-Rivera-40954,40954,Jimmie Rivera,El Terror,1989-06-29,64.0,135.0,Team Tiger Schulmann,Bantamweight,"Ramsey, New Jersey",United States,Male,35
/fighter/Cody-Garbrandt-50381,50381,Cody Garbrandt,No Love,1991-07-07,67.0,135.0,Strong Style Fight Team,Bantamweight,"Uhrichsville, Ohio",United States,Male,33
/fighter/Maximo-Blanco-36618,36618,Maximo Blanco,Maxi,1983-10-16,68.0,145.0,Yoshida Dojo,Featherweight,Caracas,Venezuela,Male,41
/fighter/Jumabieke-Tuerxun-83505,83505,Jumabieke Tuerxun,The Wild Wolf,1986-04-17,66.0,135.0,Xian Sports University,Bantamweight,"Xi'an, Shaanxi",China,Male,39
/fighter/Stephen-Bass-28788,28788,Stephen Bass,Bigfish,1982-11-14,69.0,145.0,Mad House Gym,Featherweight,"Shreveport, Louisiana",United States,Male,42
/fighter/Rose-Namajunas-69083,69083,Rose Namajunas,Thug,1992-06-29,65.0,115.0,The Academy,Strawweight,"Milwaukee, Wisconsin",United States,Female,32
