name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,gender
Adrian Diaz,,11,4,1,177.8,65.77,,Southpaw,00:00.0,0.48,42,3.84,51,2.4,50,0,0.48,Male
Rodrigo Gripp de Sousa,Riscado,7,9,0,180.34,92.99,,Orthodox,,0.48,23,4.81,52,0.0,0,0,0.48,Male
Dominic Waters,Sho Nuff,9,5,0,185.42,77.11,200.66,Orthodox,00:00.0,0.48,23,2.53,39,4.07,52,28,0.48,Male
Travis Wiuff,The Diesel,75,21,0,190.5,92.99,,Orthodox,00:00.0,0.48,30,4.03,41,4.84,57,44,0.48,Male
Marcos Bonilla,Murder Marx,4,4,0,177.8,65.77,,,,0.47,12,0.47,94,0.0,0,0,0.47,Male
Eldari Kurtanidze,,0,1,0,167.64,106.59,,Orthodox,00:00.0,0.47,20,3.72,60,0.0,0,0,0.47,Male
Brian Geraghty,Duke,26,18,1,170.18,70.31,,Orthodox,00:00.0,0.47,25,9.77,36,0.0,0,50,0.47,Male
Brandon Wolff,,7,5,0,175.26,77.11,,Orthodox,00:00.0,0.47,33,10.91,19,0.0,0,0,0.47,Male
Jansey Silva,Jones,7,2,0,187.96,83.91,170.18,Orthodox,00:00.0,0.46,40,2.32,33,0.0,0,0,0.46,Male
Takenori Sato,,19,11,7,177.8,77.11,,Southpaw,00:00.0,0.46,33,12.92,9,0.0,0,0,0.46,Male
Marc Stevens,,21,10,0,175.26,70.31,,,,0.45,26,1.79,46,0.0,0,0,0.45,Male
Noah Thomas,,14,7,0,175.26,61.23,,Orthodox,00:00.0,0.44,13,4.99,33,0.0,0,0,0.44,Male
Alberto Crane,,15,5,0,165.1,70.31,,Orthodox,00:00.0,0.43,25,2.61,57,0.0,0,50,0.43,Male
Askar Mozharov,,19,13,0,190.5,92.99,187.96,Orthodox,00:00.0,0.43,18,4.07,13,0.0,0,33,0.43,Male
Colley  Bradford,,0,1,0,170.18,65.77,,,,0.43,25,1.73,50,19.42,50,100,0.43,Male
Brandon Polcare,,1,1,0,,56.7,,,,0.43,50,0.0,0,0.0,0,0,0.43,Male
Everett Cummings,,12,0,0,,92.99,,,,0.43,60,4.34,45,0.0,0,0,0.43,Male
Wuziazibieke Jiahefu,Prairie Kitty,29,12,1,175.26,65.77,177.8,Orthodox,00:00.0,0.41,50,2.84,41,6.08,50,0,0.41,Male
Travis Lutter,The Serial Killer,10,6,0,180.34,83.91,190.5,Orthodox,00:00.0,0.41,32,2.42,42,1.95,24,30,0.41,Male
Maurice Smith,,12,14,0,187.96,100.24,,Orthodox,00:00.0,0.41,46,0.47,60,0.89,50,20,0.41,Male
Greg Nagy,,1,3,0,185.42,95.25,,Orthodox,00:00.0,0.41,50,2.69,37,0.0,0,0,0.41,Male
Paulo Cesar Silva,Giant,2,6,0,226.06,174.63,,Orthodox,00:00.0,0.4,15,2.72,47,0.42,100,16,0.4,Male
Joao Elias,Alicate,17,4,1,160.02,56.7,162.56,Southpaw,00:00.0,0.4,50,6.47,20,0.0,0,50,0.4,Male
Idris Wasi,,2,14,0,182.88,84.37,,,,0.4,31,3.53,46,0.0,0,20,0.4,Male
Ron Faircloth,,33,20,0,175.26,92.99,,Orthodox,00:00.0,0.39,40,8.9,42,0.0,0,0,0.39,Male
Tim Catalfo,Obake,4,2,0,180.34,106.59,,Orthodox,,0.39,100,0.77,33,0.0,0,0,0.39,Male
Bobby Flynn,,6,4,0,,77.11,,,,0.38,25,0.77,0,0.0,0,0,0.38,Male
Lee Murray,Lightning,8,2,1,190.5,83.91,,Orthodox,00:00.0,0.36,15,3.28,32,0.9,100,42,0.36,Male
Sergey Ignatov,,0,1,0,175.26,95.25,,Orthodox,,0.35,50,3.25,42,0.0,0,0,0.35,Male
Ralph Dillon,Rage,0,2,1,187.96,92.99,,Orthodox,,0.34,14,0.69,60,0.0,0,0,0.34,Male
Brian Gassaway,,29,20,2,185.42,77.11,,Orthodox,00:00.0,0.34,26,3.65,44,0.0,0,42,0.34,Male
Miika Mehmet,,3,5,0,,92.99,,Orthodox,,0.33,12,7.29,24,0.0,0,0,0.33,Male
YeDam Seo,,6,3,0,157.48,52.16,160.02,Orthodox,00:00.0,0.33,15,2.27,55,0.0,0,0,0.33,Male
Andrei Kopylov,,6,11,0,187.96,120.2,,Orthodox,00:00.0,0.33,66,4.31,40,0.0,0,0,0.33,Male
Ron Fields,Killing,28,32,1,187.96,90.72,,Orthodox,00:00.0,0.33,33,2.64,11,0.0,0,0,0.33,Male
Kyosuke Sasaki,,3,7,4,170.18,83.01,,Southpaw,,0.33,45,0.93,46,0.0,0,0,0.33,Male
Oscar Cota,Elevation,11,3,0,182.88,104.33,182.88,Orthodox,00:00.0,0.33,41,2.47,41,0.0,0,60,0.33,Male
Israel Albuquerque,,0,3,0,,83.91,,Orthodox,,0.32,13,3.34,25,0.0,0,0,0.32,Male
Derek Downey,,11,4,0,185.42,83.91,,Orthodox,00:00.0,0.32,100,3.36,12,2.4,16,0,0.32,Male
Nobuhiko Takada,,2,6,2,182.88,99.79,,Southpaw,00:00.0,0.31,24,1.92,39,1.15,20,0,0.31,Male
Windri Patilima,,8,1,0,167.64,70.31,180.34,Southpaw,00:00.0,0.31,50,7.64,31,0.0,0,0,0.31,Male
Joe Camacho,,13,19,3,175.26,70.31,,Orthodox,00:00.0,0.31,17,5.0,42,0.0,0,0,0.31,Male
Cole Williams,Havoc,11,3,0,182.88,77.11,185.42,Orthodox,00:00.0,0.31,27,5.34,23,0.0,0,25,0.31,Male
Kenichi Yamamoto,,5,12,2,182.88,77.11,,Orthodox,00:00.0,0.3,46,1.93,38,0.0,0,10,0.3,Male
Yukio Sakaguchi,,6,7,0,175.26,83.91,,Orthodox,00:00.0,0.3,25,2.4,50,4.5,100,0,0.3,Male
Caio Bittencourt,Leao,14,7,0,182.88,83.91,190.5,Orthodox,00:00.0,0.29,16,0.57,33,0.0,0,0,0.29,Male
Alex Higley,,4,3,0,177.8,65.77,,,,0.29,100,1.74,60,0.0,0,0,0.29,Male
Chris Liguori,,15,10,0,175.26,83.91,,Orthodox,,0.29,33,1.44,0,0.0,0,50,0.29,Male
Sarah Payant,Soulja,1,4,0,162.56,52.16,,,,0.29,16,2.06,30,0.0,0,0,0.29,Male
Michiyoshi Ohara,,0,2,0,177.8,92.99,,Orthodox,,0.28,29,3.13,48,0.0,0,33,0.28,Male
Josh Diekmann,The Freight Train,15,8,0,162.56,111.58,,,,0.28,5,8.17,25,0.0,0,0,0.28,Male
Jeff Newton,,4,2,0,187.96,92.99,,Sideways,00:00.0,0.28,20,1.41,52,0.0,0,0,0.28,Male
Mark Kerr,The Smashing Machine,15,11,0,190.5,120.66,,Switch,00:00.0,0.28,41,0.89,28,2.92,77,0,0.28,Male
Katsuaki Furuki,,1,1,0,182.88,76.2,,,,0.27,10,2.67,39,0.0,0,0,0.27,Male
Keith Berry,,15,14,1,185.42,83.91,,,,0.27,12,6.27,28,0.0,0,0,0.27,Male
Dan Evensen,The Viking,11,4,0,190.5,113.4,,Orthodox,00:00.0,0.27,10,3.86,38,0.0,0,0,0.27,Male
Gregory Bouchelaghem,,5,4,0,187.96,83.01,,Switch,,0.27,21,1.53,36,0.0,0,50,0.27,Male
Ibragim Magomedov,,22,8,1,182.88,113.4,,Orthodox,,0.26,4,3.86,42,0.0,0,0,0.26,Male
Roman Mitichyan,,8,3,0,177.8,77.11,,Orthodox,00:00.0,0.26,16,2.7,43,1.93,100,25,0.26,Male
Mark Holst,Boots,12,6,0,182.88,70.31,,Orthodox,00:00.0,0.25,19,1.67,47,0.76,100,60,0.25,Male
Marcos Mariano,Dhalsim,6,6,0,185.42,70.31,193.04,Switch,00:00.0,0.25,27,2.11,43,0.0,0,28,0.25,Male
Takahiro Oba,,5,7,1,172.72,90.72,,Southpaw,,0.23,25,1.82,69,0.0,0,0,0.23,Male
Chris Sanford,,5,1,0,180.34,83.91,,Orthodox,00:00.0,0.23,50,3.22,17,0.0,0,0,0.23,Male
Mike French,,9,10,0,177.8,65.77,,,,0.23,23,2.17,42,0.0,0,22,0.23,Male
Alexandre Dantas,Cafe,0,3,0,187.96,107.95,,Orthodox,00:00.0,0.21,25,1.87,60,0.0,0,0,0.21,Male
John Kolosci,,15,9,0,180.34,83.91,,Orthodox,00:00.0,0.21,20,0.85,50,0.0,0,0,0.21,Male
Jinnosuke Kashimura,,4,2,0,170.18,70.31,180.34,Southpaw,00:00.0,0.21,50,7.37,25,3.16,100,0,0.21,Male
Jadson Costa,,22,8,0,170.18,70.31,,Orthodox,,0.2,50,3.05,50,0.0,0,0,0.2,Male
Taylor Moore,,10,5,0,177.8,61.23,177.8,Southpaw,00:00.0,0.2,75,2.07,42,0.0,0,25,0.2,Male
Alex Andrade,El Toro,10,5,0,180.34,90.72,,Orthodox,00:00.0,0.2,36,2.6,53,0.0,0,25,0.2,Male
Eddie Ruiz,,1,1,0,170.18,70.31,,Orthodox,00:00.0,0.2,25,1.4,47,2.0,12,0,0.2,Male
Akihito Tanaka,Kinniku Mantaro,2,2,0,,,,Southpaw,,0.19,50,2.05,38,5.59,66,0,0.19,Male
Adam Yandiev,Boroda,9,1,0,175.26,83.91,187.96,Orthodox,00:00.0,0.18,8,6.14,36,0.0,0,25,0.18,Male
Charles McCarthy,Chainsaw,10,5,0,177.8,83.91,180.34,Orthodox,00:00.0,0.18,12,4.03,56,2.67,60,0,0.18,Male
Yusuke Imamura,,2,6,0,172.72,99.79,,Orthodox,,0.18,50,1.83,52,2.75,50,0,0.18,Male
Ray Perales,Relentless,13,22,0,177.8,77.11,,Orthodox,,0.18,25,2.39,32,0.0,0,33,0.18,Male
David Gardner,,18,21,0,180.34,70.31,,Orthodox,00:00.0,0.17,100,0.34,0,0.0,0,66,0.17,Male
Icho Larenas,,6,5,0,190.5,106.59,,Orthodox,00:00.0,0.17,15,2.5,28,0.0,0,14,0.17,Male
Keigo Kunihara,,3,2,0,182.88,106.59,,Orthodox,,0.17,10,1.99,57,4.97,40,100,0.17,Male
Mikhail Iloukhine,,30,11,1,175.26,92.99,,Orthodox,00:00.0,0.16,20,2.95,26,0.0,0,0,0.16,Male
Masanori Tonooka,,1,2,0,172.72,83.91,,Orthodox,,0.16,5,1.09,36,0.0,0,0,0.16,Male
Justin Guthrie,,18,9,0,185.42,77.11,,,,0.16,33,3.74,14,2.44,25,0,0.16,Male
Shunichi Shimizu,,30,18,11,165.1,61.23,,Orthodox,00:00.0,0.14,33,4.68,30,0.0,0,0,0.14,Male
Yasuhito Namekawa,,25,16,4,175.26,92.99,,Orthodox,00:00.0,0.14,50,3.65,38,2.11,25,0,0.14,Male
Sam Watford,,2,2,0,,70.31,,,,0.13,18,0.73,62,2.0,40,60,0.13,Male
Sidney Outlaw,,8,4,0,172.72,77.11,187.96,Orthodox,00:00.0,0.13,33,0.8,71,3.0,75,0,0.13,Male
Ryuki Ueyama,,12,18,5,180.34,81.65,,Southpaw,00:00.0,0.13,21,1.4,46,0.5,100,0,0.13,Male
Ian Entwistle,Enty,9,3,0,165.1,61.23,,Orthodox,00:00.0,0.11,7,7.36,31,0.0,0,0,0.11,Male
Fabio Silva,,1,8,0,180.34,92.99,,Orthodox,00:00.0,0.09,11,5.9,38,0.0,0,0,0.09,Male
Jimmy Lawson,Greedy,4,2,0,182.88,120.2,195.58,Orthodox,00:00.0,0.07,8,1.6,44,0.0,0,0,0.07,Male
Gilles Arsene,,1,1,0,175.26,86.18,,Southpaw,,0.06,10,2.45,32,0.0,0,0,0.06,Male
Yokthai Sithoar,,0,1,0,170.18,64.86,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Felix Klinkhammer,,7,0,0,182.88,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Ryan Keenan,,6,2,0,177.8,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Josh Paiva,,8,2,0,167.64,56.7,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chris Brown,,10,1,0,,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Nick Bustamante,,5,3,0,175.26,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Josh Stuart,,1,4,0,175.26,72.57,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Scott McDonald,,1,0,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
George Stork,,7,9,0,177.8,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Tsuyoshi Tamakairiki,,0,3,0,182.88,99.79,,Orthodox,,0.0,0,26.67,50,0.0,0,0,0.0,Male
Marcio Navarro,The Locomotive,14,14,0,182.88,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Vinicius Magalhaes,Draculinho,2,1,0,,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Sovannahry Em,The Sweet Savage,3,1,0,162.56,61.23,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Gilbert Rael,,1,3,0,172.72,70.31,,,,0.0,0,7.46,37,4.86,100,0,0.0,Male
Ron Keslar,,11,9,0,,83.91,,,,0.0,0,2.05,60,0.0,0,100,0.0,Male
Luciano Pereira,El Torito,13,1,0,,56.7,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Jeremy Malaterre,,4,2,0,180.34,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Enrique Watson,,3,1,0,,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Valter Walker,The Clean Monster,11,0,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Joe Benoit,,11,4,0,175.26,77.11,,Orthodox,00:00.0,0.0,0,0.0,100,0.0,0,0,0.0,Male
Aji Susilo,,6,4,0,177.8,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Alex Hunter,,2,0,0,175.26,102.51,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Kazunari Murakami,,5,5,0,185.42,99.79,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Lee Brousseau,Manimal,5,3,0,185.42,92.99,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Dave Martin,,0,2,0,182.88,92.99,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Claudio Mattos,Popeye,5,4,0,,83.91,,Orthodox,,0.0,0,3.53,0,0.0,0,0,0.0,Male
Rafael Rios,,4,2,0,,68.04,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Leiticia Pestova,,0,2,0,167.64,61.23,,Orthodox,00:00.0,0.0,0,24.62,44,0.0,0,0,0.0,Male
Ricky Calatayud,,16,2,0,175.26,56.7,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Keiichiro Yamamiya,,45,35,10,180.34,83.91,,Southpaw,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Scott Morris,,2,1,0,177.8,95.25,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Gary Quan,,3,5,0,172.72,64.86,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Justin Pennington,,3,3,0,162.56,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Marcos da Matta,Parrumpinha,11,3,0,162.56,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Ido Pariente,,13,6,0,172.72,70.31,,Orthodox,,0.0,0,2.86,45,0.0,0,0,0.0,Male
Steven Graham,,2,1,0,185.42,131.54,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Anthony Avila,,13,5,0,170.18,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chris Condo,,0,1,0,182.88,151.95,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
John Lewis,,3,4,3,182.88,70.31,,Southpaw,,0.0,0,4.0,66,0.0,0,0,0.0,Male
Paul Song,,2,2,0,,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Rhadi Ferguson,,3,0,0,170.18,92.99,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Joao Zaiden,,10,3,0,,92.99,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Kurt Osiander,,4,1,0,,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Timo Feucht,,8,1,0,190.5,92.99,200.66,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Karl Willis,,0,5,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Kevin Jackson,,4,2,0,177.8,90.26,,Switch,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Brett Albee,,3,2,0,,102.06,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Thaddeus Luster,,0,1,0,190.5,95.25,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
He-Man Gipson,,1,2,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Hussain Rasouli,,2,3,0,167.64,61.23,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Jerry Bohlander,,11,4,0,180.34,90.26,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Kelly Dullanty,Psycho,4,2,0,172.72,70.31,,Orthodox,00:00.0,0.0,0,0.67,75,0.0,0,66,0.0,Male
Adam Khaliev,,6,0,0,182.88,77.11,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Milco Voorn,,20,11,1,,99.79,,Orthodox,,0.0,0,0.0,100,0.0,0,0,0.0,Male
Nate Schroeder,,11,10,0,185.42,104.33,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Gabriel Arges,,0,0,0,,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chad Sutton,,2,2,0,185.42,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Simon Biyong,,7,1,0,,92.99,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Lowell Anderson,,0,1,0,167.64,72.57,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Giacomo Lemos,,6,0,0,190.5,112.04,190.5,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Scott Adams,,8,1,0,182.88,102.06,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Blake Bowman,,2,6,0,187.96,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Adam Steele,,0,1,0,,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Charon Spain,,14,26,0,175.26,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Felipe Bunes,Felipinho,13,6,0,170.18,56.7,175.26,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Humberto DeLeon,,7,7,0,,61.23,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Jason DeLucia,,33,21,1,180.34,86.18,,Southpaw,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Mark Schultz,,1,1,0,175.26,90.72,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Dan Severn,The Beast,101,19,1,187.96,113.4,,Southpaw,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Andre Pederneiras,,1,1,2,172.72,70.31,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Andrew Valladerez,,5,7,0,,61.23,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Eric Jacob,,1,9,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Abram Torres,,4,3,0,177.8,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Cyborg Abreu,,0,0,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Tom Aaron,,5,3,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Sean Daugherty,,0,2,0,182.88,79.38,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Pat Benson,,3,5,3,175.26,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chad Leonhardt,The Boss,9,4,0,182.88,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Charles McTorry,,3,0,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Wes Shivers,,7,1,0,203.2,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chad W. Saunders,,7,2,0,177.8,77.11,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Ivan Valenzuela,Bam Bam,8,2,0,187.96,83.91,195.58,Orthodox,00:00.0,0.0,0,9.6,33,0.0,0,0,0.0,Male
Ailiya Muratbek,,9,2,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Daniel Pereira,Gaucho,9,2,0,177.8,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Takayuki Okada,Giant Ochiai,3,3,2,185.42,131.54,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Jermaine Andre,,14,4,0,170.18,90.72,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Alex Enlund,,14,2,0,177.8,65.77,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Justin Martin,,4,3,0,182.88,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Eric Galvan,,0,0,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Tito Jones,,11,8,0,172.72,65.77,,Southpaw,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Craig Oxley,,0,3,0,175.26,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Bobby Sanchez,The Kid,10,35,0,170.18,70.31,,Orthodox,,0.0,0,0.0,100,0.0,0,100,0.0,Male
Ante Delija,Walking Trouble,17,3,0,193.04,111.13,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Hugo Cunha,Silverback,6,0,0,193.04,113.4,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Rashard Lovelace,,4,1,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Marko Damiani,,0,2,0,182.88,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Onassis Parungao,,2,1,0,180.34,90.72,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Cedric Doumbe,,2,0,0,177.8,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Gerric Hayes,,8,11,0,177.8,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Casey Huffman,Hellbent,3,1,0,190.5,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
David Levicki,,1,3,0,195.58,124.74,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Gennaro Strangis,,0,1,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Jason Riley,The Juggernaut,10,7,0,198.12,111.13,,,,0.0,0,9.68,33,0.0,0,50,0.0,Male
Shana Olsen,Rock Solid,5,2,0,170.18,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Tai Bowden,,1,1,0,180.34,104.33,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Fabio Gurgel,,3,2,0,182.88,92.99,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chris Coggins,,7,10,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Josh Pulsifer,The Platypus,17,8,0,177.8,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Nick Gibbons,,2,1,0,177.8,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Magomed Sultanakhmedov,,18,6,0,187.96,83.91,,Southpaw,,0.0,0,2.4,42,9.0,100,0,0.0,Male
Derek Bohi,Marshmallow,8,5,0,193.04,117.93,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Scott Ferrozzo,The Pitbull,4,2,0,180.34,146.51,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
Dhafir Harris,Dada 5000,2,0,0,,116.57,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Wes Albritton,,0,1,0,177.8,85.28,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
John Matua,,1,4,0,187.96,181.44,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Todd Lally,,2,1,0,170.18,65.77,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Dan Molina,,13,9,0,177.8,97.98,,,,0.0,0,5.58,60,0.0,0,0,0.0,Male
Patrick Speight,,7,3,0,185.42,77.11,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chad Corvin,The Brave Warrior,5,0,0,195.58,115.67,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Herman Renting,,1,3,0,182.88,97.52,,Switch,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Nikolajus Cilkinas,,2,6,0,,,,Orthodox,,0.0,0,5.88,16,0.0,0,0,0.0,Male
Gilbert Jimenez,,8,12,1,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Treston Thomison,,10,6,0,172.72,65.77,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Larry Parker,,13,6,1,180.34,92.99,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Andy Anderson,The Hammer,0,1,0,167.64,108.86,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Joey Roberts,,4,3,0,187.96,90.72,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Michael Bravo,,7,4,0,,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Israel Giron,El Rojo,19,5,0,172.72,70.31,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Travis Calanoc,The Dark Knight,5,1,0,172.72,65.77,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Matt Lee,,14,10,1,180.34,70.31,,Orthodox,,0.0,0,9.68,21,0.0,0,0,0.0,Male
Sora Rakhmonova,,4,1,0,,56.7,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Minoru Toyonaga,,2,5,0,180.34,88.45,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Chris Barnhizer,,2,3,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Eun Soo Lee,,17,4,0,185.42,97.52,,Orthodox,00:00.0,0.0,0,3.05,60,0.0,0,50,0.0,Male
Keenan Raymond,,3,3,0,,74.84,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Elisha Helsper,Knuckles,0,4,0,167.64,61.23,,Orthodox,00:00.0,0.0,0,0.0,0,0.0,0,0,0.0,Male
RJ Clifford,,4,3,0,,72.57,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Scott McAfee,,14,7,0,172.72,70.31,,Orthodox,00:00.0,0.0,0,1.33,50,0.0,0,0,0.0,Male
Jason Blackford,,3,3,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Ben Jones,Blitzkrieg,4,4,0,,83.91,,,,0.0,0,0.0,0,0.0,0,0,0.0,Male
Dave Phillips,The Rockstar,13,7,0,182.88,83.91,,Orthodox,00:00.0,0.0,0,2.0,25,0.0,0,0,0.0,Male
Matt Foki,Twin Tiger,5,4,0,170.18,99.79,,Orthodox,,0.0,0,3.37,56,0.0,0,0,0.0,Male
